# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.000000000000000021e-02	1.998114510037197977e+00	9.988973315863717284e-01	2.997011841623569595e+00
1.355778894472361717e-01	1.997418949919602449e+00	9.850967197852649182e-01	2.982515669704867367e+00
2.611557788944723346e-01	1.995525373575189443e+00	9.485276342438453412e-01	2.944053007819034562e+00
3.867336683417085252e-01	1.992439297433714618e+00	8.919322963596466591e-01	2.884371593793361388e+00
5.123115577889446604e-01	1.988169686422287308e+00	8.193489893529554147e-01	2.807518675775242833e+00
6.378894472361807955e-01	1.982728894507645556e+00	7.355819018948120958e-01	2.718310796402457541e+00
7.634673366834170416e-01	1.976132581998268467e+00	6.456329858458677018e-01	2.621765567844136058e+00
8.890452261306531767e-01	1.968399611482164469e+00	5.541951046275611636e-01	2.522594716109725521e+00
1.014623115577889312e+00	1.959551923649720084e+00	4.652745631815538574e-01	2.424826486831273886e+00
1.140201005025125447e+00	1.949614394464493694e+00	3.819711973710119834e-01	2.331585591835505511e+00
1.265778894472361582e+00	1.938614675337927196e+00	3.064089167733278773e-01	2.245023592111254906e+00
1.391356783919597717e+00	1.926583018127531188e+00	2.397867089124068041e-01	2.166369727039938020e+00
1.516934673366834074e+00	1.913552086909351635e+00	1.825108344867318044e-01	2.096062921396083301e+00
1.642512562814070209e+00	1.899556758573013093e+00	1.343699894890288127e-01	2.033926748062041767e+00
1.768090452261306345e+00	1.884633914350776429e+00	9.472188492638816681e-02	1.979355799277164651e+00
1.893668341708542480e+00	1.868822224421110567e+00	6.266818066544910248e-02	1.931490405086559559e+00
2.019246231155778393e+00	1.852161927723273260e+00	3.720285561588322631e-02	1.889364783339156473e+00
2.144824120603014528e+00	1.834694609084091432e+00	1.732605438767720676e-02	1.852020663471768636e+00
2.270402010050250663e+00	1.816462975693820869e+00	2.120998370157679922e-03	1.818583974063978648e+00
2.395979899497486798e+00	1.797510634877553137e+00	-9.204293390774782868e-03	1.788306341486778361e+00
2.521557788944722933e+00	1.777881874995347555e+00	-1.730574834169516449e-02	1.760576126653652373e+00
2.647135678391959068e+00	1.757621451171645699e+00	-2.271556577874579014e-02	1.734905885392899805e+00
2.772713567839195203e+00	1.736774377406310910e+00	-2.586966511755004958e-02	1.710904712288760843e+00
2.898291457286431339e+00	1.715385726459557558e+00	-2.714097469185639336e-02	1.688244751767701057e+00
3.023869346733667918e+00	1.693500438734867330e+00	-2.686970529403387778e-02	1.666630733440833456e+00
3.149447236180904053e+00	1.671163141211279735e+00	-2.538378192916905876e-02	1.645779359282110610e+00
3.275025125628140188e+00	1.648417977302576221e+00	-2.300596751331009104e-02	1.625412009789266143e+00
3.400603015075376323e+00	1.625308448348942614e+00	-2.004802246605505434e-02	1.605260425882887532e+00
3.526180904522612458e+00	1.601877267279378847e+00	-1.679551112847821673e-02	1.585081756150900523e+00
3.651758793969848593e+00	1.578166224822871166e+00	-1.348896397348476987e-02	1.564677260849386409e+00
3.777336683417084728e+00	1.554216068495015479e+00	-1.030782269864038633e-02	1.543908245796375089e+00
3.902914572864320863e+00	1.530066394446027100e+00	-7.362879780578417133e-03	1.522703514665448621e+00
4.028492462311556999e+00	1.505755552126988528e+00	-4.700763939993814720e-03	1.501054788186994671e+00
4.154070351758793578e+00	1.481320561614590359e+00	-2.320660847327744424e-03	1.478999900767262510e+00
4.279648241206029269e+00	1.456797043330895436e+00	-1.996401718747427159e-04	1.456597403159020754e+00
4.405226130653265848e+00	1.432219159803971076e+00	1.680153133606429074e-03	1.433899312937577442e+00
4.530804020100501539e+00	1.407619569037328322e+00	3.310466835067974161e-03	1.410930035872396404e+00
4.656381909547738118e+00	1.383029388990647757e+00	4.648937070313796140e-03	1.387678326060961531e+00
4.781959798994973809e+00	1.358478172620626978e+00	5.627526130131763754e-03	1.364105698750758711e+00
4.907537688442210388e+00	1.333993892888180710e+00	6.175875623314900503e-03	1.340169768511495718e+00
5.033115577889446079e+00	1.309602937105892151e+00	6.252916639067300671e-03	1.315855853744959392e+00
5.158693467336682659e+00	1.285330109976531299e+00	5.876331749845200951e-03	1.291206441726376442e+00
5.284271356783918350e+00	1.261198644658809265e+00	5.138644062923342255e-03	1.266337288721732568e+00
5.409849246231154929e+00	1.237230221189283386e+00	4.201789689616272118e-03	1.241432010878899650e+00
5.535427135678390620e+00	1.213444991588640942e+00	3.268748910933615571e-03	1.216713740499574481e+00
5.661005025125627199e+00	1.189861610985583962e+00	2.539254475062953289e-03	1.192400865460646830e+00
5.786582914572862890e+00	1.166497274101419235e+00	2.163519945369770346e-03	1.168660794046789020e+00
5.912160804020099469e+00	1.143367756452524642e+00	2.210006781630459178e-03	1.145577763234155055e+00
6.037738693467336049e+00	1.120487459645487460e+00	2.658804679774533827e-03	1.123146264325262100e+00
6.163316582914571740e+00	1.097869460160267430e+00	3.422506288389538017e-03	1.101291966448656900e+00
6.288894472361808319e+00	1.075525561039823108e+00	4.385565776029595741e-03	1.079911126815852773e+00
6.414472361809044010e+00	1.053466345929753301e+00	5.446028264813196004e-03	1.058912374194566519e+00
6.540050251256280589e+00	1.031701234938300349e+00	6.543502855544649534e-03	1.038244737793845074e+00
6.665628140703516280e+00	1.010238541815242197e+00	7.664122884105769272e-03	1.017902664699347870e+00
6.791206030150752859e+00	9.890855319774333188e-01	8.823463269188237812e-03	9.979089952466215774e-01
6.916783919597988550e+00	9.682484809388292035e-01	1.003714017028777862e-02	9.782856211091169873e-01
7.042361809045225129e+00	9.477327327334876816e-01	1.129252893410418249e-02	9.590252616675918329e-01
7.167939698492460820e+00	9.275427579510887588e-01	1.253292002888339862e-02	9.400756779799721574e-01
7.293517587939697400e+00	9.076822110357222195e-01	1.365934835863178223e-02	9.213415593943540260e-01
7.419095477386933091e+00	8.881539865299016290e-01	1.454837974421721060e-02	9.027023662741188170e-01
7.544673366834169670e+00	8.689602739767581241e-01	1.507903771978444905e-02	8.840393116965425957e-01
7.670251256281405361e+00	8.501026112239989940e-01	1.516014735598830883e-02	8.652627585799873566e-01
7.795829145728641940e+00	8.315819359033032043e-01	1.475053076682067942e-02	8.463324666701238508e-01
7.921407035175877631e+00	8.133986348882521478e-01	1.386763110142158993e-02	8.272662659896737880e-01
8.046984924623114210e+00	7.955525915624929167e-01	1.258390864864767332e-02	8.081365002111405849e-01
8.172562814070349901e+00	7.780432307575441131e-01	1.101358442180689484e-02	7.890568151793510010e-01
8.298140703517587369e+00	7.608695612463609592e-01	9.294255430101735008e-03	7.701638166764627202e-01
8.423718592964823060e+00	7.440302157044555997e-01	7.568285415329229458e-03	7.515985011197848786e-01
8.549296482412058751e+00	7.275234880749487099e-01	5.967849190368778797e-03	7.334913372653174557e-01
8.674874371859294442e+00	7.113473682974572609e-01	4.605617513276804957e-03	7.159529858107340772e-01
8.800452261306531909e+00	6.954995743831483557e-01	3.571036556527550261e-03	6.990706109396759294e-01
8.926030150753767600e+00	6.799775818396818217e-01	2.930611170811132666e-03	6.829081930104929921e-01
9.051608040201003291e+00	6.647786504701286292e-01	2.729862286546717778e-03	6.675085127566753318e-01
9.177185929648238982e+00	6.498998485893338062e-01	2.994684163239663167e-03	6.528945327525734754e-01
9.302763819095476450e+00	6.353380747195960243e-01	3.730489279350433871e-03	6.390685639989464040e-01
9.428341708542712141e+00	6.210900768449786336e-01	4.918583817432925845e-03	6.260086606624115646e-01
9.553919597989947832e+00	6.071524693200350820e-01	6.510440611483463841e-03	6.136629099315185076e-01
9.679497487437183523e+00	5.935217475441719737e-01	8.421637253398974593e-03	6.019433847975709240e-01
9.805075376884420990e+00	5.801943005272228726e-01	1.052787504560070454e-02	5.907221755728235824e-01
9.930653266331656681e+00	5.671664214849654329e-01	1.266547465193358472e-02	5.798318961368990054e-01
1.005623115577889237e+01	5.544343166151386448e-01	1.463808883140936025e-02	5.690724054465480242e-01
1.018180904522612984e+01	5.419941122148909107e-01	1.623032573929285641e-02	5.582244379541837498e-01
1.030738693467336553e+01	5.298418603093028034e-01	1.722781968534225702e-02	5.470696799946450639e-01
1.043296482412060122e+01	5.179735429675499381e-01	1.744219115301803846e-02	5.354157341205679765e-01
1.055854271356783691e+01	5.063850754882071037e-01	1.673835748099567269e-02	5.231234329692028284e-01
1.068412060301507438e+01	4.950723086380213744e-01	1.506081686534906615e-02	5.101331255033704215e-01
1.080969849246231007e+01	4.840310301290501327e-01	1.245490684690472513e-02	4.964859369759548335e-01
1.093527638190954576e+01	4.732569655173131662e-01	9.078763470391382207e-03	4.823357289877045484e-01
1.106085427135678145e+01	4.627457787019996216e-01	5.201940325314913412e-03	4.679477190273145237e-01
1.118643216080401892e+01	4.524930721978190906e-01	1.187583943516535819e-03	4.536806561413356254e-01
1.131201005025125461e+01	4.424943873443740738e-01	-2.543069335487120955e-03	4.399513180088869269e-01
1.143758793969849030e+01	4.327452046055824675e-01	-5.562154304873894936e-03	4.271830503007085778e-01
1.156316582914572599e+01	4.232409440994052141e-01	-7.496989187058235998e-03	4.157439549123470024e-01
1.168874371859296346e+01	4.139769664836385754e-01	-8.092554066307853372e-03	4.058844124173306978e-01
1.181432160804019915e+01	4.049485743076277067e-01	-7.262046730102553367e-03	3.976865275775251507e-01
1.193989949748743484e+01	3.961510139227262806e-01	-5.112817481224339426e-03	3.910381964415019507e-01
1.206547738693467231e+01	3.875794780265174322e-01	-1.938747826173100415e-03	3.856407302003443394e-01
1.219105527638190800e+01	3.792291088975233149e-01	1.822517438419358820e-03	3.810516263359426947e-01
1.231663316582914369e+01	3.710950023587189506e-01	5.660121599945310174e-03	3.767551239586642842e-01
1.244221105527637938e+01	3.631722124899141035e-01	9.073460186256246743e-03	3.722456726761703694e-01
1.256778894472361685e+01	3.554557570912635356e-01	1.165042065326518834e-02	3.671061777445287500e-01
1.269336683417085254e+01	3.479406238830568543e-01	1.312440301620759406e-02	3.610650268992644518e-01
1.281894472361808823e+01	3.406217774107305751e-01	1.340066118935478133e-02	3.540224386000853651e-01
1.294452261306532392e+01	3.334941666089233925e-01	1.255081247142034867e-02	3.460449790803437620e-01
1.307010050251256139e+01	3.265527329644843935e-01	1.078155224965636309e-02	3.373342852141407722e-01
1.319567839195979708e+01	3.197924192057644555e-01	8.387770935653402968e-03	3.281801901414178602e-01
1.332125628140703277e+01	3.132081784343541120e-01	5.701002636903824972e-03	3.189091810712579300e-01
1.344683417085426846e+01	3.067949836057390911e-01	3.042273847017471205e-03	3.098372574527565870e-01
1.357241206030150593e+01	3.005478372571880330e-01	6.853052837031290085e-04	3.012331425408911745e-01
1.369798994974874162e+01	2.944617813745983304e-01	-1.167177798342004195e-03	2.932946035762563075e-01
1.382356783919597731e+01	2.885319072850729971e-01	-2.393874872539194371e-03	2.861380324125338270e-01
1.394914572864321300e+01	2.827533654587098266e-01	-2.953724980656330899e-03	2.797996404780535018e-01
1.407472361809045047e+01	2.771213751015098592e-01	-2.875800952533093605e-03	2.742455741489767673e-01
1.420030150753768616e+01	2.716312334215113533e-01	-2.243416275895390548e-03	2.693878171456159376e-01
1.432587939698492185e+01	2.662783244522625714e-01	-1.175557188209482972e-03	2.651027672640530741e-01
