# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.000000000000000021e-02	1.998218441133419176e+00	1.998144628628757191e+00	3.996363069762176146e+00
1.355778894472361717e-01	1.997856102471070372e+00	1.985000176193141952e+00	3.982856278664212546e+00
2.611557788944723346e-01	1.996869173370738215e+00	1.949682177388313509e+00	3.946551350759051502e+00
3.867336683417085252e-01	1.995259131185195489e+00	1.893551141432569418e+00	3.888810272617765129e+00
5.123115577889446604e-01	1.993028380652591025e+00	1.818710038775489313e+00	3.811738419428080338e+00
6.378894472361807955e-01	1.990180246817054854e+00	1.727848854699416625e+00	3.718029101516471258e+00
7.634673366834170416e-01	1.986718963574642727e+00	1.624056715435502785e+00	3.610775679010145289e+00
8.890452261306531767e-01	1.982649659125195862e+00	1.510622477717936896e+00	3.493272136843132536e+00
1.014623115577889312e+00	1.977978338431548133e+00	1.390843616944749339e+00	3.368821955376297694e+00
1.140201005025125447e+00	1.972711862794750193e+00	1.267859551588707667e+00	3.240571414383457860e+00
1.265778894472361582e+00	1.966857926669553613e+00	1.144520273256066645e+00	3.111378199925620258e+00
1.391356783919597717e+00	1.960425031859748479e+00	1.023295463351072243e+00	2.983720495210820722e+00
1.516934673366834074e+00	1.953422459247117438e+00	9.062241223970263215e-01	2.859646581644143648e+00
1.642512562814070209e+00	1.945860238220568972e+00	7.949007241640601018e-01	2.740760962384629185e+00
1.768090452261306345e+00	1.937749113983307403e+00	6.904912783174291802e-01	2.628240392300736694e+00
1.893668341708542480e+00	1.929100512925608912e+00	5.937713995857663019e-01	2.522871912511375214e+00
2.019246231155778393e+00	1.919926506258816001e+00	5.051783206702677997e-01	2.425104826929083579e+00
2.144824120603014528e+00	1.910239772112565459e+00	4.248694602272003462e-01	2.335109232339765750e+00
2.270402010050250663e+00	1.900053556301924518e+00	3.527813748540427619e-01	2.252834931155967446e+00
2.395979899497486798e+00	1.889381631974119458e+00	2.886844299407399506e-01	2.178066061914859297e+00
2.521557788944722933e+00	1.878238258345862777e+00	2.322301132675998192e-01	2.110468371613462679e+00
2.647135678391959068e+00	1.866638138741984143e+00	1.829894318560102429e-01	2.049627570597994275e+00
2.772713567839195203e+00	1.854596378144216295e+00	1.404821638194584110e-01	1.995078541963674734e+00
2.898291457286431339e+00	1.842128440455634397e+00	1.041978024097754557e-01	1.946326242865409784e+00
3.023869346733667918e+00	1.829250105681488270e+00	7.360977337447921487e-02	1.902859879055967429e+00
3.149447236180904053e+00	1.815977427221120877e+00	4.818489676932309618e-02	1.864162323990443904e+00
3.275025125628140188e+00	1.802326689458400910e+00	2.739009800343506981e-02	1.829716787461836081e+00
3.400603015075376323e+00	1.788314365829782204e+00	1.069808714155491385e-02	1.799012452971337162e+00
3.526180904522612458e+00	1.773957077539802141e+00	-2.406799015625424830e-03	1.771550278524176791e+00
3.651758793969848593e+00	1.759271553083725070e+00	-1.242204477820948831e-02	1.746849508305515553e+00
3.777336683417084728e+00	1.744274588726211439e+00	-1.981978489702478780e-02	1.724454803829186700e+00
3.902914572864320863e+00	1.728983010073500859e+00	-2.503961644861804961e-02	1.703943393624882896e+00
