# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.000000000000000021e-02	1.998225987388563496e+00	1.998225987388563496e+00
1.355778894472361717e-01	1.996377241703827465e+00	1.996377241703827465e+00
2.611557788944723346e-01	1.991353553646963981e+00	1.991353553646963981e+00
3.867336683417085252e-01	1.983195150458121558e+00	1.983195150458121558e+00
5.123115577889446604e-01	1.971966857267151596e+00	1.971966857267151596e+00
6.378894472361807955e-01	1.957756878234385045e+00	1.957756878234385045e+00
7.634673366834170416e-01	1.940675164322221313e+00	1.940675164322221313e+00
8.890452261306531767e-01	1.920851422684846543e+00	1.920851422684846543e+00
1.014623115577889312e+00	1.898432832201698561e+00	1.898432832201698561e+00
1.140201005025125447e+00	1.873581536542312520e+00	1.873581536542312520e+00
1.265778894472361582e+00	1.846471989625398935e+00	1.846471989625398935e+00
1.391356783919597717e+00	1.817288228468959321e+00	1.817288228468959321e+00
1.516934673366834074e+00	1.786221145470744842e+00	1.786221145470744842e+00
1.642512562814070209e+00	1.753465826522988991e+00	1.753465826522988991e+00
1.768090452261306345e+00	1.719219013581998023e+00	1.719219013581998023e+00
1.893668341708542480e+00	1.683676740977325892e+00	1.683676740977325892e+00
2.019246231155778393e+00	1.647032184468968374e+00	1.647032184468968374e+00
2.144824120603014528e+00	1.609473751430255728e+00	1.609473751430255728e+00
2.270402010050250663e+00	1.571183430074921006e+00	1.571183430074921006e+00
2.395979899497486798e+00	1.532335405802159212e+00	1.532335405802159212e+00
2.521557788944722933e+00	1.493094943850183487e+00	1.493094943850183487e+00
2.647135678391959068e+00	1.453617529774042127e+00	1.453617529774042127e+00
2.772713567839195203e+00	1.414048252948432394e+00	1.414048252948432394e+00
2.898291457286431339e+00	1.374521413405355830e+00	1.374521413405355830e+00
3.023869346733667918e+00	1.335160328839585242e+00	1.335160328839585242e+00
3.149447236180904053e+00	1.296077316481565544e+00	1.296077316481565544e+00
3.275025125628140188e+00	1.257373823630505649e+00	1.257373823630505649e+00
3.400603015075376323e+00	1.219140680810040456e+00	1.219140680810040456e+00
3.526180904522612458e+00	1.181458452583644680e+00	1.181458452583644680e+00
3.651758793969848593e+00	1.144397862864891868e+00	1.144397862864891868e+00
3.777336683417084728e+00	1.108020273894309904e+00	1.108020273894309904e+00
3.902914572864320863e+00	1.072378200750455646e+00	1.072378200750455646e+00
4.028492462311556999e+00	1.037515846148814536e+00	1.037515846148814536e+00
4.154070351758793578e+00	1.003469643204025541e+00	1.003469643204025541e+00
4.279648241206029269e+00	9.702687966529575103e-01	9.702687966529575103e-01
4.405226130653265848e+00	9.379358156436737870e-01	9.379358156436737870e-01
4.530804020100501539e+00	9.064870334970427379e-01	9.064870334970427379e-01
4.656381909547738118e+00	8.759331117772743980e-01	8.759331117772743980e-01
4.781959798994973809e+00	8.462795275245369453e-01	8.462795275245369453e-01
4.907537688442210388e+00	8.175270435925762191e-01	8.175270435925762191e-01
5.033115577889446079e+00	7.896721627079066330e-01	7.896721627079066330e-01
5.158693467336682659e+00	7.627075661589093336e-01	7.627075661589093336e-01
5.284271356783918350e+00	7.366225379876835122e-01	7.366225379876835122e-01
5.409849246231154929e+00	7.114033752651358622e-01	7.114033752651358622e-01
5.535427135678390620e+00	6.870337845616041328e-01	6.870337845616041328e-01
5.661005025125627199e+00	6.634952641667924977e-01	6.634952641667924977e-01
5.786582914572862890e+00	6.407674710479103197e-01	6.407674710479103197e-01
5.912160804020099469e+00	6.188285710399569206e-01	6.188285710399569206e-01
6.037738693467336049e+00	5.976555704006076830e-01	5.976555704006076830e-01
6.163316582914571740e+00	5.772246266805858284e-01	5.772246266805858284e-01
6.288894472361808319e+00	5.575113368852407936e-01	5.575113368852407936e-01
6.414472361809044010e+00	5.384910011393383433e-01	5.384910011393383433e-01
6.540050251256280589e+00	5.201388604984821251e-01	5.201388604984821251e-01
6.665628140703516280e+00	5.024303081411519711e-01	5.024303081411519711e-01
6.791206030150752859e+00	4.853410738725539297e-01	4.853410738725539297e-01
6.916783919597988550e+00	4.688473826110146625e-01	4.688473826110146625e-01
7.042361809045225129e+00	4.529260882390735987e-01	4.529260882390735987e-01
7.167939698492460820e+00	4.375547848148426122e-01	4.375547848148426122e-01
7.293517587939697400e+00	4.227118975920516331e-01	4.227118975920516331e-01
7.419095477386933091e+00	4.083767565408835121e-01	4.083767565408835121e-01
7.544673366834169670e+00	3.945296550670644442e-01	3.945296550670644442e-01
7.670251256281405361e+00	3.811518963880726751e-01	3.811518963880726751e-01
7.795829145728641940e+00	3.682258295623755950e-01	3.682258295623755950e-01
7.921407035175877631e+00	3.557348765247165812e-01	3.557348765247165812e-01
8.046984924623114210e+00	3.436635507235829556e-01	3.436635507235829556e-01
8.172562814070349901e+00	3.319974671681262257e-01	3.319974671681262257e-01
8.298140703517587369e+00	3.207233429613643994e-01	3.207233429613643994e-01
8.423718592964823060e+00	3.098289868143153103e-01	3.098289868143153103e-01
8.549296482412058751e+00	2.993032756813310824e-01	2.993032756813310824e-01
8.674874371859294442e+00	2.891361165903299502e-01	2.891361165903299502e-01
8.800452261306531909e+00	2.793183919952025862e-01	2.793183919952025862e-01
8.926030150753767600e+00	2.698418875505669279e-01	2.698418875505669279e-01
9.051608040201003291e+00	2.606992020646225483e-01	2.606992020646225483e-01
9.177185929648238982e+00	2.518836404531773487e-01	2.518836404531773487e-01
9.302763819095476450e+00	2.433890916971107321e-01	2.433890916971107321e-01
9.428341708542712141e+00	2.352098949772184755e-01	2.352098949772184755e-01
9.553919597989947832e+00	2.273406981981156982e-01	2.273406981981156982e-01
9.679497487437183523e+00	2.197763138975650787e-01	2.197763138975650787e-01
9.805075376884420990e+00	2.125115779720956610e-01	2.125115779720956610e-01
9.930653266331656681e+00	2.055412166717703049e-01	2.055412166717703049e-01
1.005623115577889237e+01	1.988597269082535701e-01	1.988597269082535701e-01
1.018180904522612984e+01	1.924612741110314773e-01	1.924612741110314773e-01
1.030738693467336553e+01	1.863396107331428964e-01	1.863396107331428964e-01
1.043296482412060122e+01	1.804880171646881803e-01	1.804880171646881803e-01
1.055854271356783691e+01	1.748992653988482582e-01	1.748992653988482582e-01
1.068412060301507438e+01	1.695656044576909216e-01	1.695656044576909216e-01
1.080969849246231007e+01	1.644787654589291159e-01	1.644787654589291159e-01
1.093527638190954576e+01	1.596299833967895765e-01	1.596299833967895765e-01
1.106085427135678145e+01	1.550100322850792300e-01	1.550100322850792300e-01
1.118643216080401892e+01	1.506092702837439623e-01	1.506092702837439623e-01
