# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.131201005025125461e+01	1.464176917668586764e-01	1.464176917668586764e-01
1.143758793969849030e+01	1.424249839113118643e-01	1.424249839113118643e-01
1.156316582914572599e+01	1.386205861808207374e-01	1.386205861808207374e-01
1.168874371859296346e+01	1.349937519228459892e-01	1.349937519228459892e-01
1.181432160804019915e+01	1.315336120615069326e-01	1.315336120615069326e-01
1.193989949748743484e+01	1.282292414506242817e-01	1.282292414506242817e-01
1.206547738693467231e+01	1.250697287712397299e-01	1.250697287712397299e-01
1.219105527638190800e+01	1.220442508799173958e-01	1.220442508799173958e-01
1.231663316582914369e+01	1.191421522415681278e-01	1.191421522415681278e-01
1.244221105527637938e+01	1.163530295552738514e-01	1.163530295552738514e-01
1.256778894472361685e+01	1.136668209757539655e-01	1.136668209757539655e-01
1.269336683417085254e+01	1.110738985382910826e-01	1.110738985382910826e-01
1.281894472361808823e+01	1.085651616098186195e-01	1.085651616098186195e-01
1.294452261306532392e+01	1.061321285072723553e-01	1.061321285072723553e-01
1.307010050251256139e+01	1.037670229248176812e-01	1.037670229248176812e-01
1.319567839195979708e+01	1.014628515500347189e-01	1.014628515500347189e-01
1.332125628140703277e+01	9.921346925444142484e-02	9.921346925444142484e-02
1.344683417085426846e+01	9.701362851690023548e-02	9.701362851690023548e-02
1.357241206030150593e+01	9.485901025492532446e-02	9.485901025492532446e-02
1.369798994974874162e+01	9.274623395314039731e-02	9.274623395314039731e-02
1.382356783919597731e+01	9.067284582993045960e-02	9.067284582993045960e-02
1.394914572864321300e+01	8.863728470486811895e-02	8.863728470486811895e-02
1.407472361809045047e+01	8.663882615242904373e-02	8.663882615242904373e-02
1.420030150753768616e+01	8.467750638930331142e-02	8.467750638930331142e-02
1.432587939698492185e+01	8.275402809164102147e-02	8.275402809164102147e-02
1.445145728643215932e+01	8.086965093765405288e-02	8.086965093765405288e-02
1.457703517587939501e+01	7.902607009912025748e-02	7.902607009912025748e-02
1.470261306532663070e+01	7.722528615770836435e-02	7.722528615770836435e-02
1.482819095477386639e+01	7.546947000852934073e-02	7.546947000852934073e-02
1.495376884422110386e+01	7.376082625571507567e-02	7.376082625571507567e-02
1.507934673366833955e+01	7.210145843321542902e-02	7.210145843321542902e-02
1.520492462311557524e+01	7.049323913282604104e-02	7.049323913282604104e-02
1.533050251256281094e+01	6.893768782549912488e-02	6.893768782549912488e-02
1.545608040201004840e+01	6.743585885289246629e-02	6.743585885289246629e-02
1.558165829145728409e+01	6.598824176951463560e-02	6.598824176951463560e-02
1.570723618090451978e+01	6.459467594936868506e-02	6.459467594936868506e-02
1.583281407035175548e+01	6.325428114333284113e-02	6.325428114333284113e-02
1.595839195979899294e+01	6.196540548413481675e-02	6.196540548413481675e-02
1.608396984924623041e+01	6.072559227581542096e-02	6.072559227581542096e-02
1.620954773869346610e+01	5.953156675820573535e-02	5.953156675820573535e-02
1.633512562814070179e+01	5.837924388344738896e-02	5.837924388344738896e-02
1.646070351758793748e+01	5.726375795774374389e-02	5.726375795774374389e-02
1.658628140703517673e+01	5.617951476423574397e-02	5.617951476423574397e-02
1.671185929648241242e+01	5.512026647176269251e-02	5.512026647176269251e-02
1.683743718592964811e+01	5.407920923401746127e-02	5.407920923401746127e-02
1.696301507537688380e+01	5.304910288602864704e-02	5.304910288602864704e-02
1.708859296482411949e+01	5.202241155029135172e-02	5.202241155029135172e-02
1.721417085427135518e+01	5.099146328271832174e-02	5.099146328271832174e-02
1.733974874371859087e+01	4.994862613765967824e-02	4.994862613765967824e-02
1.746532663316582656e+01	4.888649723888491283e-02	4.888649723888491283e-02
1.759090452261306581e+01	4.779810064439837802e-02	4.779810064439837802e-02
1.771648241206030150e+01	4.667708902772345347e-02	4.667708902772345347e-02
1.784206030150753719e+01	4.551794351106740188e-02	4.551794351106740188e-02
1.796763819095477288e+01	4.431616542235027739e-02	4.431616542235027739e-02
1.809321608040200857e+01	4.306845335358952531e-02	4.306845335358952531e-02
1.821879396984924426e+01	4.177285871472622564e-02	4.177285871472622564e-02
1.834437185929647995e+01	4.042891304162778143e-02	4.042891304162778143e-02
1.846994974874371920e+01	3.903772065918569706e-02	3.903772065918569706e-02
1.859552763819095489e+01	3.760201094004284733e-02	3.760201094004284733e-02
1.872110552763819058e+01	3.612614534473248401e-02	3.612614534473248401e-02
1.884668341708542627e+01	3.461607567456909812e-02	3.461607567456909812e-02
1.897226130653266196e+01	3.307925149398804193e-02	3.307925149398804193e-02
1.909783919597989765e+01	3.152447644731150300e-02	3.152447644731150300e-02
1.922341708542713334e+01	2.996171515220659443e-02	2.996171515220659443e-02
1.934899497487436903e+01	2.840185442754772013e-02	2.840185442754772013e-02
1.947457286432160828e+01	2.685642472033498290e-02	2.685642472033498290e-02
1.960015075376884397e+01	2.533728963454864175e-02	2.533728963454864175e-02
1.972572864321607966e+01	2.385631332434955468e-02	2.385631332434955468e-02
1.985130653266331535e+01	2.242501708029472074e-02	2.242501708029472074e-02
1.997688442211055104e+01	2.105423759781134552e-02	2.105423759781134552e-02
2.010246231155778673e+01	1.975380006974909730e-02	1.975380006974909730e-02
2.022804020100502242e+01	1.853221930598227679e-02	1.853221930598227679e-02
2.035361809045226167e+01	1.739644149701673886e-02	1.739644149701673886e-02
2.047919597989949736e+01	1.635163798535510873e-02	1.635163798535510873e-02
2.060477386934673305e+01	1.540106050979223734e-02	1.540106050979223734e-02
2.073035175879396874e+01	1.454596491076207317e-02	1.454596491076207317e-02
2.085592964824120443e+01	1.378560734085068455e-02	1.378560734085068455e-02
2.098150753768844012e+01	1.311731376503618395e-02	1.311731376503618395e-02
2.110708542713567581e+01	1.253662014245524557e-02	1.253662014245524557e-02
2.123266331658291151e+01	1.203747735606692029e-02	1.203747735606692029e-02
2.135824120603015075e+01	1.161251190191135707e-02	1.161251190191135707e-02
2.148381909547738644e+01	1.125333075549716198e-02	1.125333075549716198e-02
2.160939698492462213e+01	1.095085685949324580e-02	1.095085685949324580e-02
2.173497487437185782e+01	1.069568044167580612e-02	1.069568044167580612e-02
2.186055276381909351e+01	1.047841093991970680e-02	1.047841093991970680e-02
2.198613065326632920e+01	1.029001468989364232e-02	1.029001468989364232e-02
2.211170854271356490e+01	1.012212467297698114e-02	1.012212467297698114e-02
2.223728643216080414e+01	9.967310428693039459e-03	9.967310428693039459e-03
2.236286432160803983e+01	9.819298569856081335e-03	9.819298569856081335e-03
2.248844221105527552e+01	9.673137035291327207e-03	9.673137035291327207e-03
2.261402010050251121e+01	9.525299097951791735e-03	9.525299097951791735e-03
2.273959798994974690e+01	9.373726041137559264e-03	9.373726041137559264e-03
2.286517587939698259e+01	9.217810162531548876e-03	9.217810162531548876e-03
2.299075376884421829e+01	9.058322229503619830e-03	9.058322229503619830e-03
2.311633165829145398e+01	8.897289585168884768e-03	8.897289585168884768e-03
2.324190954773869322e+01	8.737832722728674714e-03	8.737832722728674714e-03
2.336748743718592891e+01	8.583969269632490268e-03	8.583969269632490268e-03
2.349306532663316460e+01	8.440394948783663115e-03	8.440394948783663115e-03
2.361864321608040029e+01	8.312251234539344211e-03	8.312251234539344211e-03
2.374422110552763598e+01	8.204889141747736744e-03	8.204889141747736744e-03
2.386979899497487168e+01	8.123637937736179898e-03	8.123637937736179898e-03
2.399537688442210737e+01	8.073586621440234992e-03	8.073586621440234992e-03
2.412095477386934661e+01	8.059384847083451292e-03	8.059384847083451292e-03
2.424653266331658230e+01	8.085068658584214016e-03	8.085068658584214016e-03
2.437211055276381799e+01	8.153915018294641270e-03	8.153915018294641270e-03
2.449768844221105368e+01	8.268327726485495688e-03	8.268327726485495688e-03
2.462326633165828937e+01	8.429755994402685776e-03	8.429755994402685776e-03
2.474884422110552507e+01	8.638645702125644435e-03	8.638645702125644435e-03
2.487442211055276076e+01	8.894422280656172700e-03	8.894422280656172700e-03
2.500000000000000000e+01	9.195503232701005003e-03	9.195503232701005003e-03
