# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.265778894472361582e+00	1.995523345537193682e+00	1.979761074729544434e+00	5.948011252613779831e+00	1.821907310688035242e+00	5.364455059334176212e+00	7.891010156263578157e-01	5.594952346078405636e-01	1.845825429313692823e+01
1.391356783919597717e+00	1.995321165288037601e+00	1.975849226474344134e+00	5.938219342835507675e+00	1.787228339319648196e+00	5.242286877172523951e+00	7.535788386069871558e-01	4.188677516542478885e-01	1.811135154135129710e+01
1.516934673366834074e+00	1.995099912067096692e+00	1.971577052827435006e+00	5.927524863025816160e+00	1.750001293167393168e+00	5.111879074726449979e+00	7.172782621627248334e-01	2.982316255554078310e-01	1.777159208353232600e+01
1.642512562814070209e+00	1.994859595979435074e+00	1.966947076616563761e+00	5.915933957139341004e+00	1.710405174842500209e+00	4.974010616931192175e+00	6.806093745457977295e-01	1.974999524533601336e-01	1.744026574850818889e+01
1.768090452261306345e+00	1.994600227998039266e+00	1.961962025794913744e+00	5.903453267024375783e+00	1.668627009353151003e+00	4.829482895939168685e+00	6.439395407305925634e-01	1.156111482082131936e-01	1.711767611504845377e+01
1.893668341708542480e+00	1.994321819962684428e+00	1.956624830347987842e+00	5.890089924504332330e+00	1.624860320142540004e+00	4.679111459493017655e+00	6.075907857057362138e-01	5.088172593116380843e-02	1.680348086608745817e+01
2.019246231155778393e+00	1.994024384578707121e+00	1.950938618982517303e+00	5.875851542907676084e+00	1.579303595883138733e+00	4.523717999104258425e+00	5.718391994937600531e-01	1.311984885293293514e-03	1.649698732583535232e+01
2.144824120603014528e+00	1.993707935415676813e+00	1.944906715603561542e+00	5.860746208063444485e+00	1.532158765911961096e+00	4.364122710591014531e+00	5.369159101937585055e-01	-3.517629501421007387e-02	1.619738195076520526e+01
2.270402010050250663e+00	1.993372486905980789e+00	1.938532635586300623e+00	5.844782468780420182e+00	1.483629701231247155e+00	4.201137123183679378e+00	5.030092015270074546e-01	-6.057748986812014347e-02	1.590388612734651552e+01
2.395979899497486798e+00	1.993018054343312473e+00	1.931820081849391579e+00	5.827969326828970509e+00	1.433920756796185803e+00	4.035557475981303099e+00	4.702674136576091013e-01	-7.671141124723153404e-02	1.561584169820954138e+01
2.521557788944722933e+00	1.992644653881070482e+00	1.924772940737063953e+00	5.810316226445415566e+00	1.383235369406957682e+00	3.868158702690063677e+00	4.388023420886226766e-01	-8.519225918152631416e-02	1.533273797606766742e+01
2.647135678391959068e+00	1.992252302530669983e+00	1.917395277717456326e+00	5.791833043379617685e+00	1.331774723959604501e+00	3.699689067901027695e+00	4.086929238814688281e-01	-8.743984246171417063e-02	1.505419749690813269e+01
2.772713567839195203e+00	1.991841018159760335e+00	1.909691332904964289e+00	5.772530073507203596e+00	1.279736499133023564e+00	3.530865481197489331e+00	3.799890625545454537e-01	-8.471332146642122918e-02	1.477994014599056527e+01
2.898291457286431339e+00	1.991410819490355255e+00	1.901665516414650314e+00	5.752418021028545603e+00	1.227313701841167060e+00	3.362369499565921682e+00	3.527154872423383658e-01	-7.814878898679655794e-02	1.450974425659618205e+01
3.023869346733667918e+00	1.990961726096879048e+00	1.893322403557000877e+00	5.731507986277216027e+00	1.174693598001990136e+00	3.194844014268768628e+00	3.268755675384764636e-01	-6.878635446380491902e-02	1.424341894127652708e+01
3.149447236180904053e+00	1.990493758404116909e+00	1.884666729881542047e+00	5.709811453161206529e+00	1.122056745406607714e+00	3.028890605775668821e+00	3.024550165096435705e-01	-5.757911926051602347e-02	1.398079518987827008e+01
3.275025125628140188e+00	1.990006937685081967e+00	1.875703386078026336e+00	5.687340276260669292e+00	1.069576132748541353e+00	2.865067539702776056e+00	2.794254168097060065e-01	-4.538388261401860024e-02	1.372173580667078241e+01
3.400603015075376323e+00	1.989501286058798390e+00	1.866437412744076152e+00	5.664106667606391809e+00	1.017416427224500763e+00	2.703888368050903601e+00	2.577475054732020210e-01	-3.293978426873150900e-02	1.346615788288914217e+01
3.526180904522612458e+00	1.988976826487987903e+00	1.856873995028331947e+00	5.640123183163516352e+00	9.657333315705205479e-01	2.545821093357549358e+00	2.373741574921677533e-01	-2.084496903146637603e-02	1.321405761806860646e+01
3.651758793969848593e+00	1.988433582776682806e+00	1.847018457158281057e+00	5.615402709045363316e+00	9.146730499710888918e-01	2.391287848613589340e+00	2.182530198027401447e-01	-9.542023102690661701e-03	1.296552664426505430e+01
3.777336683417084728e+00	1.987871579567740188e+00	1.836876256862048251e+00	5.589958447482380244e+00	8.643718609895316707e-01	2.240665042815265462e+00	2.003287657755660478e-01	6.796778451914795797e-04	1.272075163133772513e+01
3.902914572864320863e+00	1.987290842340282415e+00	1.826452979693530043e+00	5.563803902571436311e+00	8.149557945256961089e-01	2.094283920655925169e+00	1.835449627541784479e-01	9.661840337814550303e-03	1.247999424287886328e+01
4.028492462311556999e+00	1.986691397407044590e+00	1.815754333270297893e+00	5.536952865830722992e+00	7.665404088174834207e-01	1.952431484908489390e+00	1.678455668382586030e-01	1.733905426130325986e-02	1.224355511133359897e+01
4.154070351758793578e+00	1.986073271911640292e+00	1.804786141433760038e+00	5.509419401585603282e+00	7.192306626672694270e-01	1.815351731288144865e+00	1.531760750083403511e-01	2.369414277200004512e-02	1.201173142666675808e+01
4.279648241206029269e+00	1.985436493825745385e+00	1.793554338341070364e+00	5.481217832210631968e+00	6.731208773901254938e-01	1.683247147785362774e+00	1.394843714424858216e-01	2.871984279587358815e-02	1.178478090379129384e+01
4.405226130653265848e+00	1.984781091946196341e+00	1.782064962498284499e+00	5.452362723252936583e+00	6.282947824421902805e-01	1.556280433392537965e+00	1.267213019619133629e-01	3.239860066189768906e-02	1.156290389615595515e+01
4.530804020100501539e+00	1.984107095892004846e+00	1.770324150744232439e+00	5.422868868461955927e+00	5.848256382861478642e-01	1.434576394592328663e+00	1.148410007264817206e-01	3.470698596306016903e-02	1.134625013466621191e+01
4.656381909547738118e+00	1.983414536101293590e+00	1.758338132194529058e+00	5.392751274750270163e+00	5.427764297760709900e-01	1.318223981726489802e+00	1.038009819312612769e-01	3.564300594611167355e-02	1.113494834242602671e+01
4.781959798994973809e+00	1.982703443828146561e+00	1.746113222155087907e+00	5.362025147110063727e+00	5.022001231841701774e-01	1.207278431236209704e+00	9.356200256414881622e-02	3.526596225615095948e-02	1.092914833233397864e+01
4.907537688442210388e+00	1.981973851139383180e+00	1.733655816014404438e+00	5.330705873509329784e+00	4.631399799345861101e-01	1.101763483599451199e+00	8.408770517239161357e-02	3.373247429887835103e-02	1.072905918366842570e+01
5.033115577889446079e+00	1.981225790911245843e+00	1.720972383123781757e+00	5.298809009791589197e+00	4.256299201414763256e-01	1.001673650457022724e+00	7.534406363136333940e-02	3.131155330464072128e-02	1.053496637136111858e+01
5.158693467336682659e+00	1.980459296826011961e+00	1.708069460674535911e+00	5.266350264602467135e+00	3.896949291574537400e-01	9.069765078165061833e-01	6.729867736514091869e-02	2.836735638296361897e-02	1.034721649282507805e+01
5.284271356783918350e+00	1.979674403368526958e+00	1.694953647581087575e+00	5.233345484365935718e+00	3.553515005118129677e-01	8.176149952821927247e-01	5.991998376378631502e-02	2.530934159267713562e-02	1.016616935646601938e+01
5.409849246231154929e+00	1.978871145822655331e+00	1.681631598378675374e+00	5.199810638332531099e+00	3.226081088444037737e-01	7.335097039399365304e-01	5.317647629986581304e-02	2.252230182018622254e-02	9.992129973438256485e+00
5.535427135678390620e+00	1.978049560267657547e+00	1.668110017144258883e+00	5.165761803721292011e+00	2.914657067101223964e-01	6.545611378168363359e-01	4.703601983420010318e-02	2.029796556819308748e-02	9.825282211062560833e+00
5.661005025125627199e+00	1.977209683574486343e+00	1.654395651448983706e+00	5.131215150976482953e+00	2.619182394313666618e-01	5.806519357500928846e-01	4.146534154501504976e-02	1.879096073166825961e-02	9.665646963458094376e+00
5.786582914572862890e+00	1.976351553402012184e+00	1.640495286350375226e+00	5.096186929159622458e+00	2.339531725033290877e-01	5.116490420719015386e-01	3.642974801846998734e-02	1.801351965961667592e-02	9.513079251165326156e+00
5.912160804020099469e+00	1.975475208193162580e+00	1.626415738432202884e+00	5.060693451496526940e+00	2.075520264025324246e-01	4.474058157984250328e-01	3.189308344556360947e-02	1.786838871957698027e-02	9.367303712487991874e+00
6.037738693467336049e+00	1.974580687170998328e+00	1.612163849899735046e+00	5.024751081098462357e+00	1.826909140066632631e-01	3.877640690628774700e-01	2.781791014387495833e-02	1.820450472751214757e-02	9.227973016110123439e+00
6.163316582914571740e+00	1.973668030334706724e+00	1.597746482737841367e+00	4.988376216875692215e+00	1.593410761984200286e-01	3.325560264227980789e-01	2.416586919505300107e-02	1.887199469427553941e-02	9.094725696458787922e+00
6.288894472361808319e+00	1.972737278455524823e+00	1.583170512939159558e+00	4.951585279660960737e+00	1.374694115937002414e-01	2.816061974675374002e-01	2.089817006125602519e-02	1.975556634953446258e-02	8.967222416527674156e+00
6.414472361809044010e+00	1.971788473072587644e+00	1.568442824809264780e+00	4.914394698559652497e+00	1.170389967015159627e-01	2.347331559162229020e-01	1.797616226181874763e-02	2.077679899494335597e-02	8.845151110316004761e+00
6.540050251256280589e+00	1.970821656488708440e+00	1.553570305355509440e+00	4.876820897542550881e+00	9.800959318674488940e-02	1.917512191822003664e-01	1.536195364152567223e-02	2.187039059837226143e-02	8.728206015995612077e+00
6.665628140703516280e+00	1.969836871766080799e+00	1.538559838765912735e+00	4.838880282296285529e+00	8.033813926483515666e-02	1.524720232270307119e-01	1.301905077414262230e-02	2.295024641014643818e-02	8.616056452504434304e+00
6.791206030150752859e+00	1.968834162721917025e+00	1.523418300984191509e+00	4.800589227345740895e+00	6.397922260788804771e-02	1.167059884598691671e-01	1.091300151076600444e-02	2.388407517074703917e-02	8.508323978801119125e+00
6.916783919597988550e+00	1.967813573924010351e+00	1.508152554386721800e+00	4.761964063461786800e+00	4.888553248245385702e-02	8.426367346384822099e-02	9.012015448102360729e-03	2.448978774707842587e-02	8.404581200914002181e+00
7.042361809045225129e+00	1.966775150686235429e+00	1.492769442566913796e+00	4.723021065366894256e+00	3.500828916942142627e-02	5.495701444053654322e-02	7.287527513084242868e-03	2.455692737710891624e-02	8.304375417120192893e+00
7.167939698492460820e+00	1.965718939063971993e+00	1.477275785232188055e+00	4.683776439750282350e+00	2.229764903429859446e-02	2.860044943189899921e-02	5.714658485049417362e-03	2.388637746230332440e-02	8.207270298459992119e+00
7.293517587939697400e+00	1.964644985849468561e+00	1.461678373218404881e+00	4.644246313603380472e+00	1.070308392086305981e-02	5.011927568885622859e-03	4.272520397185073163e-03	2.233546431268229951e-02	8.112892668870870239e+00
7.419095477386933091e+00	1.963553338567135320e+00	1.445983963626310542e+00	4.604446722885539245e+00	1.737338317374201736e-04	-1.598619523963055317e-02	2.944318930029376450e-03	1.985478938326807816e-02	8.020970671984390066e+00
7.544673366834169670e+00	1.962444045468773490e+00	1.430199275084223620e+00	4.564393601529014077e+00	-9.341267864828989992e-03	-3.456637167549463791e-02	1.717220372330216342e-03	1.650692643221567113e-02	7.931353429346233774e+00
7.670251256281405361e+00	1.961317155528736089e+00	1.414330983140885678e+00	4.524102770791413874e+00	-1.789249720225949761e-02	-5.089518597392936328e-02	5.819751739901794525e-04	1.246337097193371546e-02	7.844008572430769988e+00
7.795829145728641940e+00	1.960172718439031847e+00	1.398385715792065609e+00	4.483589928962920190e+00	-2.552997061247469501e-02	-6.513278022733082206e-02	-4.676813081434832335e-04	7.982405631990766720e-03	7.759000336678059107e+00
7.921407035175877631e+00	1.959010784604358069e+00	1.382370049144204138e+00	4.442870641434748968e+00	-3.230290417841218120e-02	-7.743237919529477598e-02	-1.435803303999759863e-03	3.374945068136276857e-03	7.676455333573740880e+00
8.046984924623114210e+00	1.957831405137075098e+00	1.366290503218057673e+00	4.401960331134473492e+00	-3.825950095451456645e-02	-8.793990843244342548e-02	-2.325116342139491119e-03	-1.032999723179276602e-03	7.596524714037330206e+00
8.172562814070349901e+00	1.956634631852120165e+00	1.350153537894996481e+00	4.360874269332991382e+00	-4.344676596847459743e-02	-9.679370042483065317e-02	-3.137927103463131716e-03	-4.933763918053662469e-03	7.519350281665285962e+00
8.298140703517587369e+00	1.955420517261859725e+00	1.333965549008285567e+00	4.319627566827127119e+00	-4.791034833286331868e-02	-1.041242835236576708e-01	-3.876981162767499395e-03	-8.062909465653517530e-03	7.445039110612330369e+00
8.423718592964823060e+00	1.954189114570881181e+00	1.317732864581391050e+00	4.278235165501044435e+00	-5.169440972416309427e-02	-1.100542487494892696e-01	-4.546195517038107911e-03	-1.021461479534980892e-02	7.373647675867275098e+00
8.549296482412058751e+00	1.952940477670726205e+00	1.301461741215028889e+00	4.236711830268845347e+00	-5.484151832841051288e-02	-1.146981899626249440e-01	-5.151205603956899963e-03	-1.124951288575676625e-02	7.305173622373851927e+00
8.674874371859294442e+00	1.951674661134569222e+00	1.285158360624388818e+00	4.195072141400014054e+00	-5.739256720632975040e-02	-1.181627133941955260e-01	-5.699682192569660924e-03	-1.109837913775459962e-02	7.239551821228122463e+00
8.800452261306531909e+00	1.950391720211835045e+00	1.268828826327664583e+00	4.153330487228567236e+00	-5.938671589585824140e-02	-1.205465130383366751e-01	-6.201390034646336348e-03	-9.764969461486376970e-03	7.176651445337739688e+00
8.926030150753767600e+00	1.949091710822763224e+00	1.252479160486744014e+00	4.111501057246104374e+00	-6.086135394583191971e-02	-1.219405088464299014e-01	-6.667976594969374921e-03	-7.329938482512341098e-03	7.116272150685867715e+00
9.051608040201003291e+00	1.947774689552917105e+00	1.236115300900610281e+00	4.069597835578185219e+00	-6.185208496109102783e-02	-1.224280449720863279e-01	-7.112495695737339196e-03	-3.955681024175571221e-03	7.058139519378622495e+00
9.177185929648238982e+00	1.946440713647637155e+00	1.219743098151761851e+00	4.027634594842867344e+00	-6.239272963644310055e-02	-1.220851454328999719e-01	-7.548688283314173783e-03	1.101893856630226472e-04	7.001902032675273446e+00
9.302763819095476450e+00	1.945089841006443887e+00	1.203368312905662929e+00	3.985624890389507957e+00	-6.251534616520162957e-02	-1.209808244411536837e-01	-7.990061454977588282e-03	4.536505617517398031e-03	6.947133317857799639e+00
9.428341708542712141e+00	1.943722130177387708e+00	1.186996613362991226e+00	3.943582054915351520e+00	-6.225026632812177829e-02	-1.191774482907602128e-01	-8.448827339323823279e-03	8.919479838391643559e-03	6.893343736335916461e+00
9.553919597989947832e+00	1.942337640351345707e+00	1.170633572864200778e+00	3.901519193456811418e+00	-6.162614550153863030e-02	-1.167311450762334307e-01	-8.934784196918094112e-03	1.280604525939731640e-02	6.840004377157065996e+00
9.679497487437183523e+00	1.940936431356273806e+00	1.154284667645659734e+00	3.859449178751781062e+00	-6.067002477065686072e-02	-1.136922576909844412e-01	-9.454240702360084195e-03	1.573065830884997490e-02	6.786584412898562846e+00
9.805075376884420990e+00	1.939518563651400740e+00	1.137955274746408119e+00	3.817384646968748019e+00	-5.940740329669925990e-02	-1.101058345603273675e-01	-1.000909727997760165e-02	1.726390344412088301e-02	6.732600053673673202e+00
9.930653266331656681e+00	1.938084098321384730e+00	1.121650670064340494e+00	3.775337993797986069e+00	-5.786231906650651791e-02	-1.060121514832201295e-01	-1.059620167888951185e-02	1.706844863201446849e-02	6.677670538587110016e+00
1.005623115577889237e+01	1.936633097070413978e+00	1.105376026560407121e+00	3.733321370899576497e+00	-5.605743615164081317e-02	-1.014472568746595388e-01	-1.120708617158336536e-02	1.495546139974808508e-02	6.621574176732261563e+00
1.018180904522612984e+01	1.935165622216266312e+00	1.089136412609218896e+00	3.691346682702578708e+00	-5.401413662233414681e-02	-9.644353171385373902e-02	-1.182816858444066255e-02	1.093285527409852860e-02	6.564295735881532146e+00
1.030738693467336553e+01	1.933681736684320862e+00	1.072936790494252168e+00	3.649425583549193330e+00	-5.175261530069513033e-02	-9.103025470689499188e-02	-1.244145859507119097e-02	5.236002072413590766e-03	6.506055784197518399e+00
1.043296482412060122e+01	1.932181504001527772e+00	1.056782015045645284e+00	3.607569475177371032e+00	-4.929197559796093253e-02	-8.523416265194129482e-02	-1.302575673380508905e-02	-1.667872629995097904e-03	6.447313226610841497e+00
1.055854271356783691e+01	1.930664988290333950e+00	1.040676832418417463e+00	3.565789504534942367e+00	-4.665032476227987807e-02	-7.907999581734764805e-02	-1.355827150525914897e-02	-9.108206024157190772e-03	6.388734527134650065e+00
1.068412060301507438e+01	1.929132254262564627e+00	1.024625879008762119e+00	3.524096561917947401e+00	-4.384486696597691274e-02	-7.259101835153081161e-02	-1.401651780603528630e-02	-1.627513397746786425e-02	6.331127158088262874e+00
1.080969849246231007e+01	1.927583367213267618e+00	1.008633680505914842e+00	3.482501279425585849e+00	-4.089199278334081783e-02	-6.578950435102333405e-02	-1.438030700032352782e-02	-2.231590013019751559e-02	6.275340622879881813e+00
1.093527638190954576e+01	1.926018393014514718e+00	9.927046510769391707e-01	3.441014029723807877e+00	-3.780736374996086779e-02	-5.869718120231759428e-02	-1.463360575521031881e-02	-2.645345683387911873e-02	6.222145466273894421e+00
1.106085427135678145e+01	1.924437398109165365e+00	9.768430926816469295e-01	3.399644925109388982e+00	-3.460599085025224675e-02	-5.133562313542606309e-02	-1.476603578193166205e-02	-2.810994654194735182e-02	6.172107819590642919e+00
1.118643216080401892e+01	1.922840449504591209e+00	9.610531945147312571e-01	3.358403816866010860e+00	-3.130230594833393470e-02	-4.372658950790474924e-02	-1.477381523387988511e-02	-2.701249407566463229e-02	6.125482256119549440e+00
1.131201005025125461e+01	1.921227614766363834e+00	9.453390325720762988e-01	3.317300294903677393e+00	-2.791022535578381938e-02	-3.589230408281206264e-02	-1.466000453031028952e-02	-2.325772832205061369e-02	6.082146679951160095e+00
1.143758793969849030e+01	1.919598962011908272e+00	9.297045693380969755e-01	3.276343687672589322e+00	-2.444320491468856063e-02	-2.785567336670678740e-02	-1.443400815835857096e-02	-1.731654216392564463e-02	6.041597790418914649e+00
1.156316582914572599e+01	1.917954559904119671e+00	9.141536535908645345e-01	3.235543062342430609e+00	-2.091428616243842797e-02	-1.964044382672430408e-02	-1.411038668432181530e-02	-9.971944702932894131e-03	6.003014214460997700e+00
1.168874371859296346e+01	1.916294477644945538e+00	8.986900203216827698e-01	3.194907225237858750e+00	-1.733613333252086164e-02	-1.127129940950502042e-02	-1.370713263077451109e-02	-2.198145375804136381e-03	5.965379012455882091e+00
1.181432160804019915e+01	1.914618784968937559e+00	8.833172907656996475e-01	3.154444722520888256e+00	-1.372106112993618475e-02	-2.773902156937331151e-03	-1.324364202787459491e-02	4.996206988551412168e-03	5.927638399929329616e+00
1.193989949748743484e+01	1.912927552136769460e+00	8.680389725400634582e-01	3.114163841110717090e+00	-1.008105339783317914e-02	5.825120203871492208e-03	-1.273865551632961252e-02	1.072840020759440773e-02	5.888864177284852452e+00
1.206547738693467231e+01	1.911220849928724874e+00	8.528584598860841082e-01	3.074072609831512093e+00	-6.427772960924574286e-03	1.449823505562111703e-02	-1.220844088688300723e-02	1.437291640632222360e-02	5.848386857260456928e+00
1.219105527638190800e+01	1.909498749638154802e+00	8.377790340117895473e-01	3.034178800778567275e+00	-2.772563088935029070e-03	2.321710898497473738e-02	-1.166544375354263557e-02	1.563924321140606685e-02	5.805874929782413929e+00
1.231663316582914369e+01	1.907761323064908199e+00	8.228038635312334703e-01	2.994489930893245777e+00	8.735588320960928485e-04	3.195274993364646127e-02	-1.111755413476962946e-02	1.458607515383280283e-02	5.761349947274193362e+00
1.244221105527637938e+01	1.906008642508731477e+00	8.079360049968750124e-01	2.955013263737073181e+00	4.499914702864519014e-03	4.067568224308051872e-02	-1.056803966915742000e-02	1.157678186308173929e-02	5.715142250382550415e+00
1.256778894472361685e+01	1.904240780762644691e+00	7.931784035213190753e-01	2.915755811455379654e+00	8.096185356176691106e-03	4.935614967270211123e-02	-1.001609894708228171e-02	7.192477058808066995e-03	5.667803708879948665e+00
1.269336683417085254e+01	1.902457811106291752e+00	7.785338934846887105e-01	2.876724336920884806e+00	1.165243551497229489e-02	5.796434180001240610e-02	-9.457907200919992222e-03	2.124485040593865250e-03	5.619999396666523594e+00
1.281894472361808823e+01	1.900659807299261539e+00	7.640051993238893280e-01	2.837925356047677816e+00	1.515914305285234395e-02	6.647063954484355719e-02	-8.887972713802004543e-03	-2.932505807905161355e-03	5.572399666746816749e+00
1.294452261306532392e+01	1.898846843574392818e+00	7.495949364000208393e-01	2.799365140266097729e+00	1.860723148416655939e-02	7.484587582961135799e-02	-8.300600731954634048e-03	-7.370039551959179855e-03	5.525589387270374964e+00
1.307010050251256139e+01	1.897018994631050282e+00	7.353056119401973900e-01	2.761049719149093917e+00	2.198810456590410967e-02	8.306160753828967236e-02	-7.691271079358827194e-03	-1.072830201714322466e-02	5.480004464728033042e+00
1.319567839195979708e+01	1.895176335628383280e+00	7.211396260500442246e-01	2.722984883180742610e+00	2.529368186711184949e-02	9.109039493646371721e-02	-7.057769895199768675e-03	-1.272797401263526910e-02	5.435899177754911271e+00
1.332125628140703277e+01	1.893318942178559894e+00	7.070992727931562083e-01	2.685176186657684649e+00	2.851643415358770528e-02	9.890608455483215766e-02	-6.400965964019507230e-03	-1.327348128655573591e-02	5.393342473087246347e+00
1.344683417085426846e+01	1.891446890339986586e+00	6.931867413338352879e-01	2.647628950714403295e+00	3.164941744637488757e-02	1.064840912348103547e-01	-5.725178308832516889e-03	-1.243319797353834369e-02	5.352237714787039025e+00
1.357241206030150593e+01	1.889560256610506084e+00	6.794041171394400447e-01	2.610348266463363043e+00	3.468630464229744553e-02	1.138016746252443895e-01	-5.038135407813679537e-03	-1.040404977506532123e-02	5.312358434297972387e+00
1.369798994974874162e+01	1.887659117920578167e+00	6.657533832387343420e-01	2.573338998241197384e+00	3.762141363348665835e-02	1.208382049585814688e-01	-4.350571045695842201e-03	-7.468383825823489766e-03	5.273392163121058296e+00
1.382356783919597731e+01	1.885743551626444470e+00	6.522364215326424963e-01	2.536605786952280894e+00	4.044973093049834129e-02	1.275754124891470831e-01	-3.675533522143475083e-03	-3.950261715978235083e-03	5.234985108292891987e+00
1.394914572864321300e+01	1.883813635503278849e+00	6.388550141538922311e-01	2.500153053501217304e+00	4.316692987990530805e-02	1.339976146152562497e-01	-3.027502421323827880e-03	-1.768338165194965395e-04	5.196781911415707000e+00
1.407472361809045047e+01	1.881869447738322876e+00	6.256108448720514303e-01	2.463985002305916883e+00	4.576938267160837043e-02	1.400919144974025199e-01	-2.421411322314752194e-03	3.551522718831569454e-03	5.158456703481817840e+00
1.420030150753768616e+01	1.879911066924006224e+00	6.125055005405467545e-01	2.428105624883180269e+00	4.825416545261151935e-02	1.458483649835625451e-01	-1.871668205049798698e-03	6.980783915981158064e-03	5.119733838494838984e+00
1.432587939698492185e+01	1.877938572051057520e+00	5.995404725822948144e-01	2.392518703498847543e+00	5.061905600130537503e-02	1.512600919014658041e-01	-1.391251240116387743e-03	9.913100053860113628e-03	5.080398744848714010e+00
1.445145728643215932e+01	1.875952042501602079e+00	5.867171585106569776e-01	2.357227814874843563e+00	5.286252356763746635e-02	1.563233712995649172e-01	-9.909396352974187642e-04	1.220895751621571892e-02	5.040300928635223165e+00
1.457703517587939501e+01	1.873951558042250998e+00	5.740368634824932759e-01	2.322236333945626008e+00	5.498371064763928062e-02	1.610376560157558423e-01	-6.787202670264039792e-04	1.378459315279623350e-02	4.999351995019535977e+00
1.470261306532663070e+01	1.871937198817177572e+00	5.615008018801617151e-01	2.287547437656775262e+00	5.698240663295613129e-02	1.654055480076979112e-01	-4.593930909119070148e-04	1.460749224652328586e-02	4.957521492150379849e+00
1.482819095477386639e+01	1.869909045341190623e+00	5.491100989193952175e-01	2.253164108798713094e+00	5.885901345413561969e-02	1.694327141542164294e-01	-3.343829108540564976e-04	1.469195025054433230e-02	4.914832548007340485e+00
1.495376884422110386e+01	1.867867178492794711e+00	5.368657922800651461e-01	2.219089139868759997e+00	6.061450351701302974e-02	1.731277446819596277e-01	-3.017521797544005127e-04	1.409539096265773582e-02	4.871357997623496416e+00
1.507934673366833955e+01	1.865811679507249465e+00	5.247688337569201833e-01	2.185325136954986647e+00	6.225037041081782352e-02	1.765019549225394502e-01	-3.563986986165049902e-04	1.291483240912286862e-02	4.827216409263020758e+00
1.520492462311557524e+01	1.863742629969617814e+00	5.128200909274828190e-01	2.151874523635558312e+00	6.376857304068554722e-02	1.795691326942903399e-01	-4.904128037762360733e-04	1.128197328769184500e-02	4.782566510751550481e+00
1.533050251256281094e+01	1.861660111807816209e+00	5.010203488343706324e-01	2.118739544887533466e+00	6.517147400210863972e-02	1.823452351602585508e-01	-6.935605629662758851e-04	9.355139764994758675e-03	4.737598293894116352e+00
1.545608040201004840e+01	1.859564207285655746e+00	4.893703116794005936e-01	2.085922270999315931e+00	6.646177316656008693e-02	1.848480404747504247e-01	-9.538528378402916534e-04	7.306932648116353478e-03	4.692519683415960152e+00
1.558165829145728409e+01	1.857454998995884177e+00	4.778706045269290881e-01	2.053424601481229406e+00	6.764243758233363935e-02	1.870967608374963786e-01	-1.258155567054722790e-03	5.307761930165130065e-03	4.647539009786982867e+00
1.570723618090451978e+01	1.855332569853226587e+00	4.665217750139701303e-01	2.021248268968926176e+00	6.871662890910661126e-02	1.891116246810894963e-01	-1.592795369285206729e-03	3.507177336336624995e-03	4.602845249393370253e+00
