# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
2.144824120603014528e+00	1.991405264719810830e+00	1.895674843253831066e+00	5.718290798283087284e+00	1.015857058965362603e+00	1.526945262693592431e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.214817322791568444e+01
2.270402010050250663e+00	1.990817328819712184e+00	1.883718914131463418e+00	5.686096376258093166e+00	9.354199465478105768e-01	1.363773980676764364e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.185982654643384393e+01
2.395979899497486798e+00	1.990196248577341676e+00	1.871171710670127775e+00	5.652323125100511270e+00	8.568514351408395013e-01	1.210018834280242483e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.158056135376906326e+01
2.521557788944722933e+00	1.989542073510699893e+00	1.858047143326287731e+00	5.617010226107996829e+00	7.806110397725056771e-01	1.066158081676521707e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.131136856439401051e+01
2.647135678391959068e+00	1.988854855741187144e+00	1.844359658037279193e+00	5.580198276759605669e+00	7.070901574350911822e-01	9.324414161699170478e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.105294436414308024e+01
2.772713567839195203e+00	1.988134649983984259e+00	1.830124206154883248e+00	5.541929195473353609e+00	6.366135370922647585e-01	8.089214918984775071e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.080572308060296294e+01
2.898291457286431339e+00	1.987381513537965994e+00	1.815356213660846096e+00	5.502246124665073346e+00	5.694419905283854000e-01	6.954859853525224844e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.056991182774479299e+01
3.023869346733667918e+00	1.986595506275145695e+00	1.800071549765126955e+00	5.461193332477702000e+00	5.057760833306645942e-01	5.918890203012544537e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.034552549214989270e+01
3.149447236180904053e+00	1.985776690629661223e+00	1.784286494987952221e+00	5.418816113546508717e+00	4.457605511134797305e-01	4.977810057545923317e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.013242085603219422e+01
3.275025125628140188e+00	1.984925131586304348e+00	1.768017708826602474e+00	5.375160689160283667e+00	3.894892009168955949e-01	4.127361448902411856e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.930328875380325826e+00
3.400603015075376323e+00	1.984040896668594955e+00	1.751282197107254524e+00	5.330274107171065090e+00	3.370100794864906435e-01	3.362770702265548417e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.738884350659960276e+00
3.526180904522612458e+00	1.983124055926402951e+00	1.734097279121139978e+00	5.284204141995853199e+00	2.883307169231486000e-01	2.678962457121747409e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.557652439678719247e+00
3.651758793969848593e+00	1.982174681923130510e+00	1.716480554642813683e+00	5.236999195042952415e+00	2.434232841930876468e-01	2.070739451482406235e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.386151660950222464e+00
3.777336683417084728e+00	1.981192849722449800e+00	1.698449870926456828e+00	5.188708195883382501e+00	2.022295346073579025e-01	1.532927624954114054e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.223873213635059187e+00
3.902914572864320863e+00	1.980178636874603493e+00	1.680023289773879824e+00	5.139380504474144296e+00	1.646654312030631229e-01	1.060487292323472192e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.070296591558037136e+00
4.028492462311556999e+00	1.979132123402272514e+00	1.661219054765300740e+00	5.089065814725397097e+00	1.306253927567584405e-01	6.485920776873653482e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.924901593418464785e+00
4.154070351758793578e+00	1.978053391786020576e+00	1.642055558741031707e+00	5.037814059687764079e+00	9.998611988064352862e-02	2.926780394271732283e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.787176934038177123e+00
4.279648241206029269e+00	1.976942526949312162e+00	1.622551311618987357e+00	4.985675318619305685e+00	7.260998841021627792e-02	-1.153394914984022654e-03	0.000000000000000000e+00	0.000000000000000000e+00	8.656625750682836795e+00
4.405226130653265848e+00	1.975799616243113732e+00	1.602724908629424183e+00	4.932699726174263333e+00	4.834801937221681195e-02	-2.680388836183809909e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.532768382057179579e+00
4.530804020100501539e+00	1.974624749430081483e+00	1.582594999044578010e+00	4.878937383937708816e+00	2.704245268343627093e-02	-4.805670636258813078e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.415142878733215426e+00
4.656381909547738118e+00	1.973418018668345209e+00	1.562180255476915525e+00	4.824438274511832603e+00	8.528965022469633256e-03	-6.526173538246915484e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.303303778297092208e+00
4.781959798994973809e+00	1.972179518494886485e+00	1.541499343815573742e+00	4.769252178340892989e+00	-7.361419108115782942e-03	-7.874988660490314651e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.196819734938332047e+00
4.907537688442210388e+00	1.970909345808522950e+00	1.520570893866268758e+00	4.713428593443080850e+00	-2.080067017741565188e-02	-8.883754658238353363e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.095270616358074989e+00
5.033115577889446079e+00	1.969607599852497559e+00	1.499413470755545985e+00	4.657016658198712911e+00	-3.196229773146406355e-02	-9.583077358221310516e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.998244657493080112e+00
5.158693467336682659e+00	1.968274382196689931e+00	1.478045547155727002e+00	4.600065077325508511e+00	-4.102004747735824713e-02	-1.000287741470465563e-01	0.000000000000000000e+00	0.000000000000000000e+00	7.905336185053521092e+00
5.284271356783918350e+00	1.966909796719439996e+00	1.456485476382328059e+00	4.542622051153282214e+00	-4.814671032558299341e-02	-1.017263092563856358e-01	0.000000000000000000e+00	0.000000000000000000e+00	7.816144304673080967e+00
5.409849246231154929e+00	1.965513949589002607e+00	1.434751466411105403e+00	4.484735208292291553e+00	-5.351301189770638067e-02	-1.012148229688125262e-01	0.000000000000000000e+00	0.000000000000000000e+00	7.730272789425880475e+00
5.535427135678390620e+00	1.964086949244636893e+00	1.412861554857252955e+00	4.426451541771892373e+00	-5.728656178058236931e-02	-9.878223762431097288e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.647331246468888288e+00
5.661005025125627199e+00	1.962628906377325899e+00	1.390833584954642266e+00	4.367817348709090552e+00	-5.963085282809345994e-02	-9.471149813456125610e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.566937489078403800e+00
5.786582914572862890e+00	1.961139933910151179e+00	1.368685182568413428e+00	4.308878173550138690e+00	-6.070431111881967323e-02	-8.927805938231987704e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.488720919527563247e+00
5.912160804020099469e+00	1.959620146978310329e+00	1.346433734269675053e+00	4.249678754912580736e+00	-6.065940592276530124e-02	-8.274659013676158303e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.412326640101039033e+00
6.037738693467336049e+00	1.958069662908796582e+00	1.324096366496625654e+00	4.190262976040208365e+00	-5.964183552783892950e-02	-7.536721693149282808e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.337419952986298455e+00
6.163316582914571740e+00	1.956488601199741328e+00	1.301689925822025584e+00	4.130673818869183833e+00	-5.778980855231773128e-02	-6.737165853288233641e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.263690878805750373e+00
6.288894472361808319e+00	1.954877083499425572e+00	1.279230960342700119e+00	4.070953321690244486e+00	-5.523344118734885982e-02	-5.896961115318002239e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.190858313191840878e+00
6.414472361809044010e+00	1.953235233584969865e+00	1.256735702202623317e+00	4.011142540379523780e+00	-5.209428869130281609e-02	-5.034573697560729838e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.118673450500206279e+00
6.540050251256280589e+00	1.951563177340710276e+00	1.234220051257136408e+00	3.951281513158840131e+00	-4.848502466510806741e-02	-4.165757946914215581e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.046922137622436466e+00
6.665628140703516280e+00	1.949861042736259487e+00	1.211699559882023713e+00	3.891409228835769785e+00	-4.450927467871747256e-02	-3.303467184455501776e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.975425884930780640e+00
6.791206030150752859e+00	1.948128959804272142e+00	1.189189418927479425e+00	3.831563598463946896e+00	-4.026160239824806697e-02	-2.457901551760492340e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.904041359279845302e+00
6.916783919597988550e+00	1.946367060617908207e+00	1.166704444813508879e+00	3.771781430355268583e+00	-3.582763733524281513e-02	-1.636698536144660238e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.832658313089996938e+00
7.042361809045225129e+00	1.944575479268014107e+00	1.144259067759963777e+00	3.712098408367646485e+00	-3.128432464054741596e-02	-8.452577390713795699e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.761196053364362690e+00
7.167939698492460820e+00	1.942754351840018323e+00	1.121867321141271523e+00	3.652549073384872891e+00	-2.670026993455931752e-02	-8.717685305065474158e-04	0.000000000000000000e+00	0.000000000000000000e+00	6.689598707901097008e+00
7.293517587939697400e+00	1.940903816390551873e+00	1.099542831952959876e+00	3.593166807898887871e+00	-2.213614685701203663e-02	6.352373236465275012e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.617829682621852783e+00
7.419095477386933091e+00	1.939024012923807216e+00	1.077298812374305692e+00	3.533983823599302632e+00	-1.764513251431370361e-02	1.320428834922274426e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.545865804732324378e+00
7.544673366834169670e+00	1.937115083367631607e+00	1.055148052408855008e+00	3.475031151870326962e+00	-1.327333673109398759e-02	1.967074636867453818e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.473691697284394309e+00
7.670251256281405361e+00	1.935177171549369968e+00	1.033102913582179871e+00	3.416338637091366426e+00	-9.060195094474057104e-03	2.573639760749037858e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.401294924735932312e+00
7.795829145728641940e+00	1.933210423171464409e+00	1.011175323674023518e+00	3.357934932634270009e+00	-5.038802989789827567e-03	3.138051028848319601e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.328662386778450610e+00
7.921407035175877631e+00	1.931214985786811722e+00	9.893767724599926705e-01	3.299847499447674970e+00	-1.236177594764659160e-03	3.657524538200650210e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.255778325481721858e+00
8.046984924623114210e+00	1.929191008773894822e+00	9.677183084361044019e-01	3.242102607116914559e+00	2.326553756094835047e-03	4.128568098595049307e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.182624159068959457e+00
8.172562814070349901e+00	1.927138643311688826e+00	9.462105364978651290e-01	3.184725337286589575e+00	5.634028427682164983e-03	4.547163134383926109e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.109180176867664791e+00
8.298140703517587369e+00	1.925058042354350851e+00	9.248636165440772272e-01	3.127739589332000580e+00	8.676564867923905813e-03	4.909112466068637354e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.035428937759038881e+00
8.423718592964823060e+00	1.922949360605704205e+00	9.036872629742714880e-01	3.071168088165308507e+00	1.145008953973708846e-02	5.210522207336911599e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.961360023358390769e+00
8.549296482412058751e+00	1.920812754493520069e+00	8.826907450475186545e-01	3.015032394062285181e+00	1.395603729891052927e-02	5.448369231397207080e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.886975623216206266e+00
8.674874371859294442e+00	1.918648382143607334e+00	8.618828880694098249e-01	2.959352914396015777e+00	1.620118606103451361e-02	5.621091958048103632e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.812296290250548836e+00
8.800452261306531909e+00	1.916456403353716142e+00	8.412720753731541823e-01	2.904148917164675492e+00	1.819738913711839087e-02	5.729133421673818227e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.737366119245402629e+00
8.926030150753767600e+00	1.914236979567264907e+00	8.208662510600738260e-01	2.849438546201638278e+00	1.996117578799566986e-02	5.775363507323132140e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.662256587690204235e+00
9.051608040201003291e+00	1.911990273846894794e+00	8.006729234642253612e-01	2.795238837957537914e+00	2.151320186593017741e-02	5.765313362247462270e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.587068370757063640e+00
9.177185929648238982e+00	1.909716450847864566e+00	7.806991693054795567e-01	2.741565739745572827e+00	2.287754687112549326e-02	5.707170054036912743e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.511930607310411290e+00
9.302763819095476450e+00	1.907415676791288650e+00	7.609516384950937296e-01	2.688434129343145074e+00	2.408086989739630437e-02	5.611503187623134714e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.436997346403154907e+00
9.428341708542712141e+00	1.905088119437226446e+00	7.414365595576580814e-01	2.635857835844965358e+00	2.515145301360054153e-02	5.490725646649317893e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.362441224319943522e+00
9.553919597989947832e+00	1.902733948057634628e+00	7.221597456332268239e-01	2.583849661664919140e+00	2.611817475067313571e-02	5.358324658526707890e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.288444776691720861e+00
9.679497487437183523e+00	1.900353333409186662e+00	7.031266010235101005e-01	2.532421405586308349e+00	2.700946677944134067e-02	5.227932526606748204e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.215190132064514650e+00
9.805075376884420990e+00	1.897946447705964212e+00	6.843421282461360500e-01	2.481583886762465330e+00	2.785231216531032852e-02	5.112333468537840625e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.142848109565254511e+00
9.930653266331656681e+00	1.895513464592036179e+00	6.658109355612374936e-01	2.431346969572266481e+00	2.867134292695119185e-02	5.022519031033202686e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.071567902962823560e+00
1.005623115577889237e+01	1.893054559113925839e+00	6.475372449349325876e-01	2.381719589237614176e+00	2.948808787045864924e-02	4.966905635377373562e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.001468537510705303e+00
1.018180904522612984e+01	1.890569907692974949e+00	6.295249004046803432e-01	2.332709778112612931e+00	3.032040944758962464e-02	4.950812152555742612e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.932633117183415017e+00
1.030738693467336553e+01	1.888059688097615263e+00	6.117773768119537658e-01	2.284324692556834790e+00	3.118215204394212195e-02	4.976263996670751005e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.865106549477053122e+00
1.043296482412060122e+01	1.885524079415552556e+00	5.942977888682203780e-01	2.236570640307771640e+00	3.208300554983699315e-02	5.042147016846774271e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.798896984309849678e+00
1.055854271356783691e+01	1.882963262025870277e+00	5.770889005208231781e-01	2.189453108270337900e+00	3.302856952984239286e-02	5.144685949575716205e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.733980699842631701e+00
1.068412060301507438e+01	1.880377417571061249e+00	5.601531345860113476e-01	2.142976790644050666e+00	3.402058702876847168e-02	5.278176315420166770e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.670309692984093708e+00
1.080969849246231007e+01	1.877766728928996542e+00	5.434925826170826646e-01	2.097145617311279242e+00	3.505730497876474033e-02	5.435863298188792214e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.607820866818011396e+00
1.093527638190954576e+01	1.875131380184833052e+00	5.271090149763558719e-01	2.051962782412781738e+00	3.613391167984604524e-02	5.610842532030477919e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.546445514574121383e+00
1.106085427135678145e+01	1.872471556602875342e+00	5.110038910804980405e-01	2.007430773039548200e+00	3.724300152906071665e-02	5.796859012452058174e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.486117812376503089e+00
1.118643216080401892e+01	1.869787444598390413e+00	4.951783697895636438e-01	1.963551397972765677e+00	3.837502284619524751e-02	5.988900990906136784e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.426781245115976482e+00
1.131201005025125461e+01	1.867079231709392051e+00	4.796333199109834022e-01	1.920325816406581509e+00	3.951867526908444533e-02	6.183521589720763351e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.368392259193249139e+00
1.143758793969849030e+01	1.864347106568390977e+00	4.643693307906404111e-01	1.877754566591128160e+00	4.066123712432496290e-02	6.378865243796882911e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.310920893512453667e+00
1.156316582914572599e+01	1.861591258874128574e+00	4.493867229641078098e-01	1.835837594336123368e+00	4.178881839918207469e-02	6.574421059163972070e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.254348605165181318e+00
1.168874371859296346e+01	1.858811879363293507e+00	4.346855588420748817e-01	1.794574281318181530e+00	4.288654934986316225e-02	6.770563386966874098e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.198663902743081877e+00
1.181432160804019915e+01	1.856009159782232576e+00	4.202656534049669101e-01	1.753963473137794660e+00	4.393872649971245631e-02	6.967965817521508398e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.143856670999921832e+00
1.193989949748743484e+01	1.853183292858661568e+00	4.061265848827549374e-01	1.714003507074752353e+00	4.492894539242386909e-02	7.166985568483287550e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.089912185893425978e+00
1.206547738693467231e+01	1.850334472273381436e+00	3.922677053969639283e-01	1.674692239493603241e+00	4.584025218343014407e-02	7.367110909703318555e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.036805778444412240e+00
1.219105527638190800e+01	1.847462892632009135e+00	3.786881515429030287e-01	1.636027072853537101e+00	4.665534388329400234e-02	7.566547327310614579e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.984498934184849794e+00
1.231663316582914369e+01	1.844568749436728883e+00	3.653868548911711756e-01	1.598004982279860542e+00	4.735684037051584444e-02	7.761992715031421075e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.932937354128590801e+00
1.244221105527637938e+01	1.841652239058070295e+00	3.523625523885275945e-01	1.560622541657018747e+00	4.792764125683916798e-02	7.948622792950164884e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.882051202289957370e+00
1.256778894472361685e+01	1.838713558706720264e+00	3.396137966392507868e-01	1.523875949205826474e+00	4.835136874840661320e-02	8.120279750948784792e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.831757470809692645e+00
1.269336683417085254e+01	1.835752906405374807e+00	3.271389660491538787e-01	1.487761052510326421e+00	4.861288536428508972e-02	8.269833425982935082e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.781964144588969123e+00
1.281894472361808823e+01	1.832770480960637771e+00	3.149362748154558855e-01	1.452273372962327835e+00	4.869886423685814564e-02	8.389667470180935116e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.732575667677088482e+00
1.294452261306532392e+01	1.829766481934974154e+00	3.030037827467522704e-01	1.417408129594361910e+00	4.859838096276464930e-02	8.472233886918807688e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.683499114108041095e+00
1.307010050251256139e+01	1.826741109618720493e+00	2.913394048983503626e-01	1.383160262274354402e+00	4.830349046192055490e-02	8.510617729291154732e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.634650444546257297e+00
1.319567839195979708e+01	1.823694565002163204e+00	2.799409210092650424e-01	1.349524454237880811e+00	4.780975046432232173e-02	8.499058513454110786e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.585960275848172341e+00
1.332125628140703277e+01	1.820627049747688186e+00	2.688059847281776271e-01	1.316495153936344087e+00	4.711665507127829611e-02	8.433384349030895177e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.537378686973797315e+00
1.344683417085426846e+01	1.817538766162007491e+00	2.579321326166745809e-01	1.284066596181864028e+00	4.622794693258983761e-02	8.311327145461989974e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.488878713347755678e+00
1.357241206030150593e+01	1.814429917168473461e+00	2.473167929190641656e-01	1.252232822572012072e+00	4.515178424517805184e-02	8.132700861308787832e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.440458325517815386e+00
1.369798994974874162e+01	1.811300706279478590e+00	2.369572940890582180e-01	1.220987701179836460e+00	4.390074811927484333e-02	7.899438242580232583e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.392140832093450520e+00
1.382356783919597731e+01	1.808151337568955075e+00	2.268508730645600047e-01	1.190324945496828324e+00	4.249168590433071574e-02	7.615493777265271158e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.343973779807326796e+00
1.394914572864321300e+01	1.804982015644972737e+00	2.169946832827581162e-01	1.160238132618648610e+00	4.094539587635568495e-02	7.286630883355116328e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.296026536256285944e+00
1.407472361809045047e+01	1.801792945622447295e+00	2.073858024286485136e-01	1.130720720665475687e+00	3.928616744010589995e-02	6.920119070802061012e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.248386826864697596e+00
1.420030150753768616e+01	1.798584333095960996e+00	1.980212399110264088e-01	1.101766065430855202e+00	3.754119805994030751e-02	6.524371578205727384e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.201156552279840195e+00
1.432587939698492185e+01	1.795356384112698489e+00	1.888979440608785365e-01	1.073367436254808016e+00	3.573991309724701415e-02	6.108555575172954638e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.154447233277361207e+00
1.445145728643215932e+01	1.792109305145511922e+00	1.800128090479884424e-01	1.045518031118821467e+00	3.391321743642649461e-02	5.682205471843788241e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.108375417467185819e+00
1.457703517587939501e+01	1.788843303066109947e+00	1.713626815124145997e-01	1.018210990962070461e+00	3.209270829104544920e-02	5.254865516038551704e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.063058338992025842e+00
1.470261306532663070e+01	1.785558585118384833e+00	1.629443669083398549e-01	9.914394132199149112e-01	3.030987715841894706e-02	4.835781336543994863e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.018610055770498679e+00
1.482819095477386639e+01	1.782255358891876362e+00	1.547546355586018052e-01	9.651963645873216091e-01	2.859532594345230369e-02	4.433652334291460911e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.975138208324167088e+00
1.495376884422110386e+01	1.778933832295382045e+00	1.467902284190034101e-01	9.394748930113895335e-01	2.697801830006784501e-02	4.056448900518790091e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.932741461031030727e+00
1.507934673366833955e+01	1.775594213530715226e+00	1.390478625522736378e-01	9.142680389186489398e-01	2.548458277076159559e-02	3.711291369900057702e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.891507611471400008e+00
1.520492462311557524e+01	1.772236711066617731e+00	1.315242363122902935e-01	8.895688456842020253e-01	2.413867984714164125e-02	3.404382162374113008e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.851512294533992797e+00
1.533050251256281094e+01	1.768861533612831938e+00	1.242160342399059730e-01	8.653703693511591855e-01	2.296044106162442242e-02	3.140979104549251888e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.812818169311014138e+00
1.545608040201004840e+01	1.765468890094335386e+00	1.171199316724108180e-01	8.416656876101142881e-01	2.196598498348841660e-02	2.925396410020271801e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.775474458460551297e+00
1.558165829145728409e+01	1.762058989625743921e+00	1.102325990693482916e-01	8.184479080497005787e-01	2.116701273773931302e-02	2.761019885437920526e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.739516708336911410e+00
1.570723618090451978e+01	1.758632041485885145e+00	1.035507060580485306e-01	7.957101756904825240e-01	2.057048446842087847e-02	2.650324140219851438e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.704966649105035703e+00
1.583281407035175548e+01	1.755188255092552163e+00	9.707092520287442794e-02	7.734456798156598145e-01	2.017837797922959406e-02	2.594881510931006455e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.671832053199626245e+00
