# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.391356783919597717e+00	1.994050590787933119e+00	1.936572470312674099e+00	5.819678119354612988e+00	1.253167824926453289e+00	9.518864724519623399e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.195535547783363661e+01
1.516934673366834074e+00	1.993538873515552368e+00	1.925235528241343808e+00	5.787433786497058641e+00	1.147764843968259285e+00	8.304178746873199790e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.168439090690953464e+01
1.642512562814070209e+00	1.992983201632426704e+00	1.913002246229073888e+00	5.752671326868940227e+00	1.043083805008230724e+00	7.160906768086010565e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.141783125654727193e+01
1.768090452261306345e+00	1.992383633712591307e+00	1.899892369815504356e+00	5.715453705838145382e+00	9.404324077371025714e-01	6.100935768110892221e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.115825569391443217e+01
1.893668341708542480e+00	1.991740232918212783e+00	1.885926908877176400e+00	5.675847673626691403e+00	8.409359890290496464e-01	5.131783747151175135e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.090762917916624630e+01
2.019246231155778393e+00	1.991053066984077136e+00	1.871128072848869728e+00	5.633923513175790099e+00	7.455297889304729475e-01	4.257170826936198527e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.066735152463282787e+01
2.144824120603014528e+00	1.990322208200967724e+00	1.855519202998382688e+00	5.589754778902136678e+00	6.549590171687444951e-01	3.477628657251899957e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.043831807299542191e+01
2.270402010050250663e+00	1.989547733397942109e+00	1.839124702092095776e+00	5.543418028000443698e+00	5.697854571589958672e-01	2.791100073690346850e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.022098592801851247e+01
2.395979899497486798e+00	1.988729723923512882e+00	1.821969961795805615e+00	5.494992545952426255e+00	4.903992610975312916e-01	2.193501762718227388e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.001544166904109900e+01
2.521557788944722933e+00	1.987868265625747588e+00	1.804081288159951058e+00	5.444560067892433963e+00	4.170346004044956922e-01	1.679238086719714584e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.821468030754600065e+00
2.647135678391959068e+00	1.986963448831292389e+00	1.785485825540545024e+00	5.392204497455439061e+00	3.497879128322522457e-01	1.241663158985182175e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.638608000558045674e+00
2.772713567839195203e+00	1.986015368323329700e+00	1.766211479306859067e+00	5.338011624694833479e+00	2.886376072330858467e-01	8.734914963087167528e-02	0.000000000000000000e+00	0.000000000000000000e+00	9.466225229188980350e+00
2.898291457286431339e+00	1.985024123318481326e+00	1.746286837684324578e+00	5.282068844606595093e+00	2.334642310177718616e-01	5.671571168123477197e-02	0.000000000000000000e+00	0.000000000000000000e+00	9.303559748308407151e+00
3.023869346733667918e+00	1.983989817442664227e+00	1.725741093076264665e+00	5.224464877733832502e+00	1.840702608215280811e-01	3.151192534038481374e-02	0.000000000000000000e+00	0.000000000000000000e+00	9.149777974414673665e+00
3.149447236180904053e+00	1.982912558705915762e+00	1.704603963201095862e+00	5.165289494252816027e+00	1.401988351117320342e-01	1.101120256499288005e-02	0.000000000000000000e+00	0.000000000000000000e+00	9.004016053836553013e+00
3.275025125628140188e+00	1.981792459476193091e+00	1.682905612372640691e+00	5.104633242859502928e+00	1.015509024916582265e-01	-5.466341429755637756e-03	0.000000000000000000e+00	0.000000000000000000e+00	8.865415875770239040e+00
3.400603015075376323e+00	1.980629636452160280e+00	1.660676573240350784e+00	5.042587185685785123e+00	6.780040700220510419e-02	-1.854026726832622152e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.733153535112174737e+00
3.526180904522612458e+00	1.979424210634979753e+00	1.637947669293697395e+00	4.979242640378363838e+00	3.860726859591508131e-02	-2.876124240466295529e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.606460546498292175e+00
3.651758793969848593e+00	1.978176307299113645e+00	1.614749938420886766e+00	4.914690930371838462e+00	1.362804091678419989e-02	-3.660668614817868399e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.484638530860442174e+00
3.777336683417084728e+00	1.976886055962150390e+00	1.591114557796634799e+00	4.849023144282522679e+00	-7.475761608306496359e-03	-4.247971652007428295e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.367068279912928119e+00
3.902914572864320863e+00	1.975553590353675615e+00	1.567072770357114786e+00	4.782329905242076684e+00	-2.503157970764088511e-02	-4.671067531079593771e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.253214010934430078e+00
4.028492462311556999e+00	1.974179048383189583e+00	1.542655813102586704e+00	4.714701150881428937e+00	-3.935179858441707063e-02	-4.956087803424726740e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.142623335748540470e+00
4.154070351758793578e+00	1.972762572107095602e+00	1.517894847449811069e+00	4.646225924566984133e+00	-5.073157207541403174e-02	-5.122860893918172037e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.034923163109295885e+00
4.279648241206029269e+00	1.971304307694769831e+00	1.492820891837319142e+00	4.576992178383799903e+00	-5.944818747541144588e-02	-5.185755568856514203e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.929811634751911420e+00
4.405226130653265848e+00	1.969804405393722480e+00	1.467464756767151268e+00	4.507086588255377002e+00	-6.576163588908590096e-02	-5.154772302998208988e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.827046391497183286e+00
4.530804020100501539e+00	1.968263019493878385e+00	1.441856982446944047e+00	4.436594381487824812e+00	-6.991602922535553044e-02	-5.036839423758973644e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.726429959965702032e+00
4.656381909547738118e+00	1.966680308290975621e+00	1.416027779176422641e+00	4.365599176928322223e+00	-7.214150139455438593e-02	-4.837209620716326902e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.627793666794001837e+00
4.781959798994973809e+00	1.965056434049112566e+00	1.390006970602616798e+00	4.294182837834747524e+00	-7.265625010960642671e-02	-4.560803667744767892e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.530981955699423303e+00
4.907537688442210388e+00	1.963391562962450321e+00	1.363823939948574093e+00	4.222425337465604223e+00	-7.166841713363467092e-02	-4.213336355773620451e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.435839059685257268e+00
5.033115577889446079e+00	1.961685865116090888e+00	1.337507579301188798e+00	4.150404637317661738e+00	-6.937756628396592185e-02	-3.802094492369480216e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.342199570527280450e+00
5.158693467336682659e+00	1.959939514446147779e+00	1.311086242025070403e+00	4.078196577863197447e+00	-6.597559464259140916e-02	-3.336307861887326254e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.249883661072950680e+00
5.284271356783918350e+00	1.958152688699023480e+00	1.284587698351324470e+00	4.005874781569944254e+00	-6.164699591561514230e-02	-2.827134627539857475e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.158696826429277849e+00
5.409849246231154929e+00	1.956325569389913532e+00	1.258039094172731076e+00	3.933510567924806356e+00	-5.656847777819787315e-02	-2.287342841105532293e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.068433325298197012e+00
5.535427135678390620e+00	1.954458341760553886e+00	1.231466913060268453e+00	3.861172880127367257e+00	-5.090801012815126397e-02	-1.730790942993385567e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.978882215390104449e+00
5.661005025125627199e+00	1.952551194736230178e+00	1.204896941500231744e+00	3.788928223071107659e+00	-4.482344292840852173e-02	-1.171793776461559251e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.889834978614545413e+00
5.786582914572862890e+00	1.950604320882062259e+00	1.178354237336453281e+00	3.716840612189077131e+00	-3.846087718707835029e-02	-6.244257852777742972e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.801094035367737156e+00
5.912160804020099469e+00	1.948617916358593050e+00	1.151863101388384436e+00	3.644971532706338113e+00	-3.195299869232041956e-02	-1.017850085656846247e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.712481701675337753e+00
6.037738693467336049e+00	1.946592180876683953e+00	1.125447052203069287e+00	3.573379908813674621e+00	-2.541759054681032651e-02	3.847621190153098850e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.623849172536769636e+00
6.163316582914571740e+00	1.944527317651752574e+00	1.099128803887370553e+00	3.502122082255517910e+00	-1.895642712721676976e-02	8.263128629426614788e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.535084905296851154e+00
6.288894472361808319e+00	1.942423533357358512e+00	1.072930246956195210e+00	3.431251799809513336e+00	-1.265471923896397191e-02	1.217060721966191014e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.446121468103765295e+00
6.414472361809044010e+00	1.940281038078164544e+00	1.046872432122939456e+00	3.360820209125264579e+00	-6.581229388056907860e-03	1.554726895048853461e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.356939718888800606e+00
6.540050251256280589e+00	1.938100045262285409e+00	1.020975556949882179e+00	3.290875862385124417e+00	-7.891103337990071917e-04	1.840690240599140298e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.267569256669483835e+00
6.665628140703516280e+00	1.935880771673051060e+00	9.952589552688251295e-01	3.221464727250102911e+00	4.682555415398585025e-03	2.079747784641789235e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.178084487453795681e+00
6.791206030150752859e+00	1.933623437340197704e+00	9.697410892758470125e-01	3.152630204558498406e+00	9.806615543121300835e-03	2.279494098355066070e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.088596287701215637e+00
6.916783919597988550e+00	1.931328265510507736e+00	9.444395441986084272e-01	3.084413152253350443e+00	1.456527967765653547e-02	2.449371729585373206e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.999239958935976169e+00
7.042361809045225129e+00	1.928995482597923417e+00	9.193710254301272755e-01	3.016851915026721898e+00	1.894735245026981860e-02	2.599498990445647459e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.910160765409497863e+00
7.167939698492460820e+00	1.926625318133142306e+00	8.945513580193560355e-01	2.949982359183779046e+00	2.294553187304273351e-02	2.739413753066474028e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.821498704739983765e+00
7.293517587939697400e+00	1.924218004712730634e+00	8.699954884061098515e-01	2.883837912247021240e+00	2.655404354926835589e-02	2.876878988820718089e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.733374238803336631e+00
7.419095477386933091e+00	1.921773777947757278e+00	8.457174882859435083e-01	2.818449606840602861e+00	2.976685737617523406e-02	3.016881891918484979e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.645876549369662989e+00
7.544673366834169670e+00	1.919292876411984095e+00	8.217305604893159199e-01	2.753846128415756489e+00	3.257668023062382928e-02	3.160932068581327747e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.559055566233493728e+00
7.670251256281405361e+00	1.916775541589621046e+00	7.980470467588330896e-01	2.690053866400744731e+00	3.497483987462975119e-02	3.306733782207212785e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.472918632445900933e+00
7.795829145728641940e+00	1.914222017822671873e+00	7.746784373083991371e-01	2.627096968381883446e+00	3.695207894510529889e-02	3.448277454540168985e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.387432277003460612e+00
7.921407035175877631e+00	1.911632552257889861e+00	7.516353820487229331e-01	2.564997396945820185e+00	3.850017252001157464e-02	3.576366736764229060e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.302529171140086817e+00
8.046984924623114210e+00	1.909007394793364787e+00	7.289277033647185711e-01	2.503774988836913185e+00	3.961417903928717704e-02	3.679566228669976791e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.218119928320982481e+00
8.172562814070349901e+00	1.906346798024757261e+00	7.065644103318982072e-01	2.443447516107075668e+00	4.029504383403264417e-02	3.745517344321878939e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.134108941740982424e+00
8.298140703517587369e+00	1.903651017191205330e+00	6.845537142607647230e-01	2.384030748958388291e+00	4.055220875942485564e-02	3.762524243570235238e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.050412931605484879e+00
8.423718592964823060e+00	1.900920310120921553e+00	6.629030454604883937e-01	2.325538520001083409e+00	4.040585095943773075e-02	3.721261108419494229e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.966980337626125674e+00
8.549296482412058751e+00	1.898154937176499857e+00	6.416190711156727344e-01	2.267982789670745181e+00	3.988838666445079090e-02	3.616404488051049720e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.883809229507879657e+00
8.674874371859294442e+00	1.895355161199956617e+00	6.207077141728034597e-01	2.211373712568804439e+00	3.904493607999413862e-02	3.447962065106331686e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.800961144672622360e+00
8.800452261306531909e+00	1.892521247457517042e+00	6.001741731359258036e-01	2.155719704509293067e+00	3.793255113699840059e-02	3.222065276815992696e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.718568329007895024e+00
8.926030150753767600e+00	1.889653463584180182e+00	5.800229426742142813e-01	2.101027510072424942e+00	3.661815064949832527e-02	2.951028587782280124e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.636832352858140105e+00
9.051608040201003291e+00	1.886752079528068338e+00	5.602578349473198438e-01	2.047302270481696329e+00	3.517527185210279211e-02	2.652557617610565299e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.556013032985293698e+00
9.177185929648238982e+00	1.883817367494592609e+00	5.408820015577000540e-01	1.994547591635941197e+00	3.367991216531118076e-02	2.348107558824095650e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.476407948441786466e+00
9.302763819095476450e+00	1.880849601890445477e+00	5.218979560424855668e-01	1.942765612140995524e+00	3.220587592754938638e-02	2.060537686617044603e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.398324422867646355e+00
9.428341708542712141e+00	1.877849059267449494e+00	5.033075968208441386e-01	1.891957071197484019e+00	3.082013384908747697e-02	1.811352690554106706e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.322047388040406446e+00
9.553919597989947832e+00	1.874816018266269646e+00	4.851122305161905679e-01	1.842121376211689254e+00	2.957872917370435450e-02	1.617935878704260949e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.247807712954896786e+00
9.679497487437183523e+00	1.871750759560021349e+00	4.673125955759957484e-01	1.793256670005671127e+00	2.852371426766527746e-02	1.491231428398029878e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.175756053693333136e+00
9.805075376884420990e+00	1.868653565797784966e+00	4.499088861153074381e-01	1.745359897510763592e+00	2.768147708647784519e-02	1.434299224925322802e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.105946818759587558e+00
9.930653266331656681e+00	1.865524721548049270e+00	4.329007759134383404e-01	1.698426871835530205e+00	2.706263429418184069e-02	1.442039723034268563e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.038335400821541299e+00
1.005623115577889237e+01	1.862364513242102504e+00	4.162874424965601894e-01	1.652452339605210430e+00	2.666345369259165085e-02	1.502183912623968401e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.972789588162704444e+00
1.018180904522612984e+01	1.859173229117391690e+00	4.000675912421979841e-01	1.607430045474890434e+00	2.646855709308155308e-02	1.597404093553890514e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.909113463863100435e+00
1.030738693467336553e+01	1.855951159160864172e+00	3.842394794447982487e-01	1.563352795723131905e+00	2.645448078721560070e-02	1.708179093089146755e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.847079706046901304e+00
1.043296482412060122e+01	1.852698595052317154e+00	3.688009402846834095e-01	1.520212520836812686e+00	2.659356349063446423e-02	1.815897547220711103e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.786464595136654676e+00
1.055854271356783691e+01	1.849415830107765446e+00	3.537494066457863018e-01	1.478000337001570852e+00	2.685760858182736910e-02	1.905643236093314957e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.727079614697883070e+00
1.068412060301507438e+01	1.846103159222854062e+00	3.390819347305719655e-01	1.436706606415666165e+00	2.722083105963023567e-02	1.968186521050666049e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.668794396639229127e+00
1.080969849246231007e+01	1.842760878816326331e+00	3.247952274235262893e-01	1.396320996348404453e+00	2.766173686772651838e-02	2.000882933182497603e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.611547668787808529e+00
1.093527638190954576e+01	1.839389286773570387e+00	3.108856573574918514e-01	1.356832536867617733e+00	2.816376745975945201e-02	2.007406957720702517e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.555345318035646240e+00
1.106085427135678145e+01	1.835988682390258919e+00	2.973492896399953511e-01	1.318229677164205693e+00	2.871474286393228478e-02	1.996470239350936829e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.500247094451901742e+00
1.118643216080401892e+01	1.832559366316101279e+00	2.841819041995075623e-01	1.280500340405462900e+00	2.930531855442368092e-02	1.979840756341832639e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.446345337038913659e+00
1.131201005025125461e+01	1.829101640498723924e+00	2.713790177143268201e-01	1.243631977052947368e+00	2.992680723918246521e-02	1.970064563003305624e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.393740088135213551e+00
1.143758793969849030e+01	1.825615808127697193e+00	2.589359050894777248e-01	1.207611616585032577e+00	3.056878850848361931e-02	1.978289674822445235e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.342515015058915129e+00
1.156316582914572599e+01	1.822102173578722617e+00	2.468476204496668491e-01	1.172425917569090537e+00	3.121693177167604930e-02	2.012517894298331000e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.292717822312139386e+00
1.168874371859296346e+01	1.818561042358000979e+00	2.351090176189245817e-01	1.138061216033418699e+00	3.185139753244009553e-02	2.076492299073586997e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.244347596533520228e+00
1.181432160804019915e+01	1.814992721046796875e+00	2.237147700601146982e-01	1.104503572094644781e+00	3.244607455891525272e-02	2.169296323828353787e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.197350100998755273e+00
1.193989949748743484e+01	1.811397517246208455e+00	2.126593902499706867e-01	1.071738814802299711e+00	3.296877695214956577e-02	2.285621289698013675e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.151620712147608305e+00
1.206547738693467231e+01	1.807775739522170744e+00	2.019372484677571522e-01	1.039752585168584709e+00	3.338238761620847261e-02	2.416570781341827526e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.107013668588139321e+00
1.219105527638190800e+01	1.804127697350696335e+00	1.915425909780182623e-01	1.008530377357914620e+00	3.364681264441526931e-02	2.550820453201948709e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.063355682863064366e+00
1.231663316582914369e+01	1.800453701063374323e+00	1.814695575901824343e-01	9.780575780176221645e-01	3.372151890192970347e-02	2.675939701905156662e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.020461752592160209e+00
1.244221105527637938e+01	1.796754061793143675e+00	1.717121985800346418e-01	9.483195037380991455e-01	3.356837245235470835e-02	2.779699631822357339e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.978151132881855290e+00
1.256778894472361685e+01	1.793029091420348609e+00	1.622644909602314056e-01	9.193014366375522606e-01	3.315448000184992305e-02	2.851228823062418663e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.936261787250606492e+00
1.269336683417085254e+01	1.789279102519099274e+00	1.531203540891312720e-01	8.909886580733833439e-01	3.245475554849858862e-02	2.881923139493560229e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.894662101625047779e+00
1.281894472361808823e+01	1.785504408303943080e+00	1.442736646092206976e-01	8.633664804888008248e-01	3.145398261926194566e-02	2.866058901757499722e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.853259125038801525e+00
1.294452261306532392e+01	1.781705322576867978e+00	1.357182707083568474e-01	8.364202774096115567e-01	3.014820959833709735e-02	2.801094633372280818e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.812003026626896052e+00
1.307010050251256139e+01	1.777882159674646356e+00	1.274480056988898102e-01	8.101355116120249056e-01	2.854539198553254428e-02	2.687673720178691480e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.770887806172880552e+00
1.319567839195979708e+01	1.774035234416531770e+00	1.194567009114881617e-01	7.844977614877020056e-01	2.666527191126627158e-02	2.529360233547813322e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.729948571062466023e+00
1.332125628140703277e+01	1.770164862052326926e+00	1.117381979021644239e-01	7.594927456370764718e-01	2.453855418993159537e-02	2.332155682648409667e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.689255916607983465e+00
1.344683417085426846e+01	1.766271358210827591e+00	1.042863599725808166e-01	7.351063457261098888e-01	2.220549370833542827e-02	2.103857753426218932e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.648908135152115761e+00
1.357241206030150593e+01	1.762355038848662403e+00	9.709508300520529323e-02	7.113246276450133632e-01	1.971404709189991666e-02	1.853333282820355393e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.609022129418983926e+00
1.369798994974874162e+01	1.758416220199534585e+00	9.015830561629581408e-02	6.881338610100926623e-01	1.711776050044609351e-02	1.589784585449296669e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.569723993180862198e+00
1.382356783919597731e+01	1.754455218723879328e+00	8.347001863101213837e-02	6.655205370516825703e-01	1.447356526441631250e-02	1.322087221584454172e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.531140211886834912e+00
1.394914572864321300e+01	1.750472351058947496e+00	7.702427388619174919e-02	6.434713849321355150e-01	1.183963599882639078e-02	1.058265369443277606e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.493390299570533486e+00
1.407472361809045047e+01	1.746467933969329200e+00	7.081519236748827495e-02	6.219733865380547844e-01	9.273435577824021281e-03	8.051477881975428047e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.456581426334671470e+00
1.420030150753768616e+01	1.742442284297919919e+00	6.483697168866381366e-02	6.010137897904370696e-01	6.830032801516710411e-03	5.682164383675365749e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.420805242962212667e+00
1.432587939698492185e+01	1.738395718917352228e+00	5.908389292184555025e-02	5.805801205151610578e-01	4.560737077471318894e-03	3.516281131496308207e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.386136750563326192e+00
1.445145728643215932e+01	1.734328554681888290e+00	5.355032678853205441e-02	5.606601929144685581e-01	2.512055017305176840e-03	1.583651381600467960e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.352634780783794621e+00
1.457703517587939501e+01	1.730241108379795723e+00	4.823073922204317021e-02	5.412421186777344184e-01	7.249406032630014915e-04	-9.539429022758910139e-05	0.000000000000000000e+00	0.000000000000000000e+00	2.320343512592608626e+00
1.470261306532663070e+01	1.726133696686205976e+00	4.311969631298536582e-02	5.223143147671251985e-01	-7.657137818488329688e-04	-1.507521809816582880e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.289294472174651318e+00
1.482819095477386639e+01	1.722006636116472089e+00	3.821186865014247064e-02	5.038655099107703927e-01	-1.931412421531397434e-03	-2.644001482509089097e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.259508600773344700e+00
1.495376884422110386e+01	1.717860242980026042e+00	3.350203507001497938e-02	4.858847498329713632e-01	-2.750288591812948078e-03	-3.498591972352592221e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.230998147318846936e+00
1.507934673366833955e+01	1.713694833334754808e+00	2.898508582902464825e-02	4.683614012479005995e-01	-3.207300410804067581e-03	-4.065758108910188205e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.203768261891966063e+00
1.520492462311557524e+01	1.709510722941890659e+00	2.465602521318349671e-02	4.512851546403354175e-01	-3.294443918529168288e-03	-4.339271720986052558e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.177818187155894591e+00
1.533050251256281094e+01	1.705308227221433715e+00	2.050997360080719645e-02	4.346460258543878297e-01	-3.011018546097932787e-03	-4.311320933929373503e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.153141887196601711e+00
1.545608040201004840e+01	1.701087661208107171e+00	1.654216899462682827e-02	4.184343565090427042e-01	-2.363957413023096057e-03	-3.972339757013308020e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.129727889541740637e+00
1.558165829145728409e+01	1.696849339507856991e+00	1.274796804043993106e-02	4.026408132577646848e-01	-1.368210034480642646e-03	-3.311780227286809011e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.107558130544294084e+00
1.570723618090451978e+01	1.692593576254897370e+00	9.122846550231385188e-03	3.872563859085708660e-01	-4.714035569731844105e-05	-2.319936305234122139e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.086605732052768225e+00
1.583281407035175548e+01	1.688320685069315319e+00	5.662399548494097615e-03	3.722723844208865596e-01	1.567118869420831275e-03	-9.907122762739940629e-04	0.000000000000000000e+00	0.000000000000000000e+00	2.066831875631842674e+00
