# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.000000000000000021e-02	1.987703103092832713e+00	1.998602519846669034e+00	5.997017310732078776e+00	1.999505376121978761e+00	5.996338173929656179e+00	9.990529872331073591e+00	1.994357381789581218e+00	5.979577788452529852e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.594363152629640012e+01
1.355778894472361717e-01	1.987701268892735351e+00	1.998571241077728544e+00	5.996946474462434118e+00	1.999290119088651618e+00	5.995715720415442540e+00	9.989639866431971882e+00	1.993296744094854578e+00	5.976176918300431851e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.593733835276425737e+01
2.611557788944723346e-01	1.987696220689892934e+00	1.998485990475113327e+00	5.996753400226253916e+00	1.998703597960555189e+00	5.994019693120813841e+00	9.987214816557250074e+00	1.990408722806550790e+00	5.966917320353162246e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.592019976218958988e+01
3.867336683417085252e-01	1.987687975814643959e+00	1.998346779126323414e+00	5.996438114053256996e+00	1.997746115651750420e+00	5.991250973029265126e+00	9.983255959385212819e+00	1.985700159802243236e+00	5.951822777076109183e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.589224885393880271e+01
5.123115577889446604e-01	1.987676534667597750e+00	1.998153618808555354e+00	5.996000639322172532e+00	1.996418164241064996e+00	5.987410991154940909e+00	9.977765302304709039e+00	1.979182198459306097e+00	5.930932014237779271e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.585353946319612817e+01
6.378894472361807955e-01	1.987661897408033562e+00	1.997906525771861785e+00	5.995441008197690991e+00	1.994720425920660123e+00	5.982501731316659743e+00	9.970745627917892762e+00	1.970870242809341422e+00	5.904298545178217950e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.580414600452036211e+01
7.634673366834170416e-01	1.987644064172483738e+00	1.997605520786159161e+00	5.994759261775496562e+00	1.992653772421369540e+00	5.976525728406996585e+00	9.962200491401112856e+00	1.960783900359076792e+00	5.871990453677266686e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.574416319299996303e+01
8.890452261306531767e-01	1.987623035108067704e+00	1.997250629145495671e+00	5.993955450098944482e+00	1.990219264258525467e+00	5.969486066122123624e+00	9.952134217040596198e+00	1.948946909446040099e+00	5.834090118304563255e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.567370568952435406e+01
1.014623115577889312e+00	1.987598810381068004e+00	1.996841880665993330e+00	5.993029632157432118e+00	1.987418149812484547e+00	5.961386374194587390e+00	9.940551894010646095e+00	1.935387051509817269e+00	5.790693879835909996e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.559290767256793941e+01
1.140201005025125447e+00	1.987571390179837971e+00	1.996379309681786562e+00	5.991981875879547559e+00	1.984251864246622921e+00	5.952230825137424297e+00	9.927459371408446032e+00	1.920136048731343470e+00	5.741911653624004686e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.550192233888901683e+01
1.265778894472361582e+00	1.987540774715977454e+00	1.995862955039851450e+00	5.990812258123679790e+00	1.980722028264519485e+00	5.942024130505052071e+00	9.912863252554828364e+00	1.903229447565651045e+00	5.687866489113314827e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.540092133588287027e+01
1.391356783919597717e+00	1.987506964224868167e+00	1.995292860093981213e+00	5.989520864666858735e+00	1.976830446708018885e+00	5.930771536676250122e+00	9.896770888570452840e+00	1.884706488763379317e+00	5.628694078975501114e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.529009412867930706e+01
1.516934673366834074e+00	1.987469958965941030e+00	1.994669072697988321e+00	5.988107790192085389e+00	1.972579106998014753e+00	5.918478820165086418e+00	9.879190371237616120e+00	1.864609964542279785e+00	5.564542220609977718e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.516964730540899353e+01
1.642512562814070209e+00	1.987429759222819392e+00	1.993991645198165408e+00	5.986573138274234651e+00	1.967970177419968714e+00	5.905152282466183067e+00	9.860130525158975701e+00	1.842986063631470550e+00	5.495570233002082361e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.503980382437389807e+01
1.768090452261306345e+00	1.987386365303399849e+00	1.993260634425030098e+00	5.984917021364591250e+00	1.963006005256371367e+00	5.890798744441282153e+00	9.839600899225496633e+00	1.819884204967914032e+00	5.421948332157099593e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.490080220714118298e+01
1.893668341708542480e+00	1.987339777539895325e+00	1.992476101684350187e+00	5.983139560774045407e+00	1.957689114768540906e+00	5.875425540254767043e+00	9.817611757406929485e+00	1.795356860876150984e+00	5.343856968530579010e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.475289568183525546e+01
2.019246231155778393e+00	1.987289996288861049e+00	1.991638112747466938e+00	5.981240886654950017e+00	1.952022205030336188e+00	5.859040510866250884e+00	9.794174068879193840e+00	1.769459370608448046e+00	5.261486130052857035e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.459635128112836355e+01
2.144824120603014528e+00	1.987237021931212100e+00	1.990746737840913161e+00	5.979221137981657996e+00	1.946008147616558270e+00	5.841651997089035930e+00	9.769299497503965313e+00	1.742249745162938179e+00	5.175034614497215912e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.443144889962349708e+01
2.270402010050250663e+00	1.987180854872228508e+00	1.989802051635328084e+00	5.977080462529743343e+00	1.939649984148970940e+00	5.823268832223723379e+00	9.743000390676709088e+00	1.713788464331848838e+00	5.084709275066212619e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.425848031548476769e+01
2.395979899497486798e+00	1.987121495541556593e+00	1.988804133233679883e+00	5.974819016853920139e+00	1.932950923703061541e+00	5.803900334276832496e+00	9.715289767560360445e+00	1.684138266960369057e+00	4.990724243168595642e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.407774818129837513e+01
2.521557788944722933e+00	1.987058944393210513e+00	1.987753066158795656e+00	5.972436966264655922e+00	1.925914340078819897e+00	5.783556297774793187e+00	9.686181306722653872e+00	1.653363935419016162e+00	4.893300132429729388e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.388956498924167704e+01
2.647135678391959068e+00	1.986993201905566719e+00	1.986648938340196180e+00	5.969934484803491870e+00	1.918543768938977490e+00	5.762246985184181547e+00	9.655689333195962121e+00	1.621532075308419918e+00	4.792663228021559085e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.369425201569835338e+01
2.772713567839195203e+00	1.986924268581361952e+00	1.985491842100253423e+00	5.967311755217075131e+00	1.910842904818308208e+00	5.739983117949560842e+00	9.623828804979293494e+00	1.588710891425288541e+00	4.689044665413963031e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.349213825048510529e+01
2.898291457286431339e+00	1.986852144947684140e+00	1.984281874139655510e+00	5.964568968929919279e+00	1.902815598007733255e+00	5.716775867160722058e+00	9.590615299002823946e+00	1.554969961021970715e+00	4.582679602638321192e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.328355931584882654e+01
