# q (inverse Anstrom)	f(q): 1s	f(q): 2s	f(q): 2p	f(q): 3s	f(q): 3p	f(q): 3d	f(q): 4s	f(q): total
1.000000000000000021e-02	1.997875715140434716e+00	1.998191632616936442e+00	3.996489422764178290e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.992556770521549225e+00
1.355778894472361717e-01	1.997793528866037338e+00	1.995725352492943694e+00	3.990231331138475390e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.983750212497456644e+00
2.611557788944723346e-01	1.997569571777654041e+00	1.989022662420045551e+00	3.973251101713807465e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.959843335911506834e+00
3.867336683417085252e-01	1.997203922575922164e+00	1.978134671674607103e+00	3.945753729331032300e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.921092323581561345e+00
5.123115577889446604e-01	1.996696705380971215e+00	1.963143917696743124e+00	3.908067424507244425e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.867908047584958986e+00
6.378894472361807955e-01	1.996048092227038273e+00	1.944163057640357017e+00	3.860634512965233966e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.800845662832629479e+00
7.634673366834170416e-01	1.995258302960567942e+00	1.921333103973579037e+00	3.803999469500037645e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.720590876434185290e+00
8.890452261306531767e-01	1.994327605071916087e+00	1.894821252330384898e+00	3.738794668637743790e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.627943526040044553e+00
1.014623115577889312e+00	1.993256313485852971e+00	1.864818359138365134e+00	3.665724514900338349e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.523799187524556231e+00
1.140201005025125447e+00	1.992044790314122071e+00	1.831536133926362719e+00	3.585548649545593936e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.409129573786078282e+00
1.265778894472361582e+00	1.990693444571029369e+00	1.795204116040802544e+00	3.499064919013153308e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.284962479624985221e+00
1.391356783919597717e+00	1.989202731852640627e+00	1.756066507702990664e+00	3.407092738276643384e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.152361977832274675e+00
