# q (inverse Angstrom) 1s2 2s2 2p6 3s2 total
1.000000000000000021e-02	1.997542446205124334e+00	1.998175734571671081e+00	5.994759654769633350e+00	1.998282969264286946e+00	1.198876080481071504e+01
1.355778894472361717e-01	1.997507092738999512e+00	1.997283448738222500e+00	5.991958981849724530e+00	1.978924797551343540e+00	1.196567432087828919e+01
2.611557788944723346e-01	1.997410739620834930e+00	1.994854054549267008e+00	5.984335756401164552e+00	1.927185868786856604e+00	1.190378641935812354e+01
3.867336683417085252e-01	1.997253404999917326e+00	1.990893917004210367e+00	5.971915659548380440e+00	1.845786468373488809e+00	1.180584944992599716e+01
5.123115577889446604e-01	1.997035111902583981e+00	1.985413391191290344e+00	5.954740405497206623e+00	1.738855501177780427e+00	1.167604440976886160e+01
6.378894472361807955e-01	1.996755892176268476e+00	1.978426768321557061e+00	5.932867427423900608e+00	1.611532935701188052e+00	1.151958302362291420e+01
7.634673366834170416e-01	1.996415786530367997e+00	1.969952200574501822e+00	5.906369445091773862e+00	1.469510644601643712e+00	1.134224807679828828e+01
8.890452261306531767e-01	1.996014844530212828e+00	1.960011606115142024e+00	5.875333921942459625e+00	1.318575625403006324e+00	1.114993599799082169e+01
1.014623115577889312e+00	1.995553124582150062e+00	1.948630555132479625e+00	5.839862418938709610e+00	1.164210168084050645e+00	1.094825626673739016e+01
1.140201005025125447e+00	1.995030693914273012e+00	1.935838137903644673e+00	5.800069853676819598e+00	1.011285818921194180e+00	1.074222450441593324e+01
1.265778894472361582e+00	1.994447628553738472e+00	1.921666816034360181e+00	5.756083674365983782e+00	8.638672474640779475e-01	1.053606536641816049e+01
1.391356783919597717e+00	1.993804013300954692e+00	1.906152258158182899e+00	5.708042959157936913e+00	7.251231794395505137e-01	1.033312241005662635e+01
1.516934673366834074e+00	1.993099941700727129e+00	1.889333161492238844e+00	5.656097451989784197e+00	5.973276607036862584e-01	1.013585821588643476e+01
1.642512562814070209e+00	1.992335516010433016e+00	1.871251060744698380e+00	5.600406546569575816e+00	4.819273868964686347e-01	9.945920510221176514e+00
1.768090452261306345e+00	1.991510847165242293e+00	1.851950125948064407e+00	5.541138230387256947e+00	3.796493248050599179e-01	9.764248528305623509e+00
1.893668341708542480e+00	1.990626054740427753e+00	1.831476950851954610e+00	5.478468000678392791e+00	2.906259249780707155e-01	9.591196931248846980e+00
2.019246231155778393e+00	1.989681266910780844e+00	1.809880333549188203e+00	5.412577764114249845e+00	2.145209634225765383e-01	9.426660327996794209e+00
2.144824120603014528e+00	1.988676620407164641e+00	1.787211051029665709e+00	5.343654731654082113e+00	1.506455651435338050e-01	9.270187968234447240e+00
2.270402010050250663e+00	1.987612260470232428e+00	1.763521629358221876e+00	5.271890319491770782e+00	9.805974276124425348e-02	9.121083952081468382e+00
2.395979899497486798e+00	1.986488340801340291e+00	1.738866111155883409e+00	5.197479066380176427e+00	5.565889002738190483e-02	8.978492408364783017e+00
2.521557788944722933e+00	1.985305023510682165e+00	1.713299822029772601e+00	5.120617576845524432e+00	2.224679490476700119e-02	8.841469217290747196e+00
2.647135678391959068e+00	1.984062479062684625e+00	1.686879137546363872e+00	5.041503498934905458e+00	-3.402860094767109697e-03	8.709042255449187309e+00
2.772713567839195203e+00	1.982760886218688734e+00	1.659661252277267796e+00	4.960334544196569162e+00	-2.249520942281472285e-02	8.580261473269711558e+00
2.898291457286431339e+00	1.981400431976960030e+00	1.631703952367715482e+00	4.877307556599187244e+00	-3.617277375914230986e-02	8.454239167184720571e+00
3.023869346733667918e+00	1.979981311510060848e+00	1.603065392987055082e+00	4.792617636075174659e+00	-4.548410098846097926e-02	8.330180239583830470e+00
3.149447236180904053e+00	1.978503728099619385e+00	1.573803881919586312e+00	4.706457321345729028e+00	-5.136255924603564532e-02	8.207402372118899336e+00
3.275025125628140188e+00	1.976967893068545479e+00	1.543977670444761641e+00	4.619015835670492898e+00	-5.461461491850695682e-02	8.085346784265293962e+00
3.400603015075376323e+00	1.975374025710723291e+00	1.513644752539934579e+00	4.530478398179435651e+00	-5.591598427603441945e-02	7.963581192154058463e+00
3.526180904522612458e+00	1.973722353218226422e+00	1.482862673318306790e+00	4.441025602502967295e+00	-5.581344093080926883e-02	7.841797188108691863e+00
3.651758793969848593e+00	1.972013110606108288e+00	1.451688347491208564e+00	4.350832863530090577e+00	-5.473017900097784660e-02	7.719804142626429666e+00
3.777336683417084728e+00	1.970246540634796428e+00	1.420177888519113196e+00	4.260069932302822160e+00	-5.297350304022831191e-02	7.597520858416502598e+00
3.902914572864320863e+00	1.968422893730151557e+00	1.388386448991396183e+00	4.168900478304845336e+00	-5.074486175198598265e-02	7.474964959274406517e+00
4.028492462311556999e+00	1.966542427901236012e+00	1.356368072652324841e+00	4.077481737728001043e+00	-4.815322753251324861e-02	7.352239010749048731e+00
4.154070351758793578e+00	1.964605408655829777e+00	1.324175558371496475e+00	3.985964225704267339e+00	-4.523296001390414434e-02	7.229512232717689280e+00
4.279648241206029269e+00	1.962612108913760922e+00	1.291860336242146801e+00	3.894491509974042476e+00	-4.196636189848575171e-02	7.106997593231464627e+00
4.405226130653265848e+00	1.960562808918089539e+00	1.259472355881538164e+00	3.803200043023176047e+00	-3.830946468666561466e-02	6.984925743136138010e+00
4.530804020100501539e+00	1.958457796144200902e+00	1.227059986904936784e+00	3.712219049359183121e+00	-3.421793780103912774e-02	6.863518894607280707e+00
4.656381909547738118e+00	1.956297365206861150e+00	1.194669931449291456e+00	3.621670464308553328e+00	-2.966924627292316999e-02	6.742968514691782822e+00
4.781959798994973809e+00	1.954081817765290108e+00	1.162347148535248342e+00	3.531668920498234776e+00	-2.467776744222884705e-02	6.623420119356544511e+00
4.907537688442210388e+00	1.951811462426305432e+00	1.130134789977058629e+00	3.442321778030931423e+00	-1.930133197678148005e-02	6.504966698457514518e+00
5.033115577889446079e+00	1.949486614645593807e+00	1.098074147479592311e+00	3.353729194271160896e+00	-1.363979936516442233e-02	6.387650157031182552e+00
5.158693467336682659e+00	1.947107596627165371e+00	1.066204610500202765e+00	3.265984229122078197e+00	-7.827853531520614916e-03	6.271468582717925067e+00
5.284271356783918350e+00	1.944674737221049998e+00	1.034563634400724519e+00	3.179172981686964050e+00	-2.024602367247112407e-03	6.156386750941491570e+00
5.409849246231154929e+00	1.942188371819294490e+00	1.003186718371249064e+00	3.093374754268743754e+00	3.598148342056906035e-03	6.042347992801344603e+00
5.535427135678390620e+00	1.939648842250315530e+00	9.721073925724414977e-01	3.008662239761174639e+00	8.868245022687969853e-03	5.929286719606619904e+00
5.661005025125627199e+00	1.937056496671671235e+00	9.413572139166503927e-01	2.925101728621239072e+00	1.362626257006173576e-02	5.817141701779622309e+00
5.786582914572862890e+00	1.934411689461309924e+00	9.109657698896214129e-01	2.842753331779229065e+00	1.773934890486589255e-02	5.705870140035026239e+00
5.912160804020099469e+00	1.931714781107356060e+00	8.809606898037600775e-01	2.761671216036289955e+00	2.111503380190822912e-02	5.595461720749313805e+00
6.037738693467336049e+00	1.928966138096496863e+00	8.513676628701116744e-01	2.681903848714421557e+00	2.371311730003269197e-02	5.485950766981062543e+00
6.163316582914571740e+00	1.926166132801024444e+00	8.222104624789564609e-01	2.603494248556889712e+00	2.555311250823183444e-02	5.377423956345102063e+00
6.288894472361808319e+00	1.923315143364604296e+00	7.935109760875577178e-01	2.526480240123715859e+00	2.671494545304885920e-02	5.270021305028926406e+00
6.414472361809044010e+00	1.920413553586823641e+00	7.652892401275230849e-01	2.450894709183537135e+00	2.733170391532689300e-02	5.163929206813210548e+00
6.540050251256280589e+00	1.917461752806584041e+00	7.375634793627672270e-01	2.376765856866164484e+00	2.757479177627893477e-02	5.059365880811794725e+00
6.665628140703516280e+00	1.914460135784406436e+00	7.103501501515748773e-01	2.304117450606240514e+00	2.763334486432818607e-02	4.956561081406549718e+00
6.791206030150752859e+00	1.911409102583699671e+00	6.836639870920638851e-01	2.232969070174364745e+00	2.769075801906428075e-02	4.855732917869191922e+00
6.916783919597988550e+00	1.908309058451066909e+00	6.575180525588164571e-01	2.163336347355013789e+00	2.790148024459475004e-02	4.757064938609492977e+00
7.042361809045225129e+00	1.905160413695703658e+00	6.319237886689316186e-01	2.095231198087758706e+00	2.837094876152712955e-02	4.660686349213920998e+00
7.167939698492460820e+00	1.901963583567953808e+00	6.068910712476732749e-01	2.028662046137197361e+00	2.914091428273392348e-02	4.566657615235558687e+00
7.293517587939697400e+00	1.898718988137087171e+00	5.824282653966490475e-01	1.963634037595213488e+00	3.018173166595937776e-02	4.474963022794908873e+00
7.419095477386933091e+00	1.895427052168358495e+00	5.585422823005439241e-01	1.900149245744581883e+00	3.139261018129180236e-02	4.385511190394775660e+00
7.544673366834169670e+00	1.892088204999408108e+00	5.352386369413267841e-01	1.838206866023408548e+00	3.261033022031397527e-02	4.298144038184458005e+00
7.670251256281405361e+00	1.888702880416076368e+00	5.125215064211495752e-01	1.777803401023750896e+00	3.362640535424700483e-02	4.212654193215223941e+00
7.795829145728641940e+00	1.885271516527677216e+00	4.903937886264023160e-01	1.718932835633216971e+00	3.421193467004766259e-02	4.128810075457344020e+00
7.921407035175877631e+00	1.881794555641809641e+00	4.688571609953064434e-01	1.661586802584136935e+00	3.414836052244032277e-02	4.046386879743693044e+00
8.046984924623114210e+00	1.878272444138756159e+00	4.479121391796543894e-01	1.605754738809678228e+00	3.326108521359551901e-02	3.965200407341684219e+00
8.172562814070349901e+00	1.874705632345532003e+00	4.275581354176688498e-01	1.551424033119311208e+00	3.145164331337299557e-02	3.885139444195885083e+00
8.298140703517587369e+00	1.871094574409650768e+00	4.077935164592144113e-01	1.498580165796530528e+00	2.872323826030812391e-02	3.806191494925703633e+00
8.423718592964823060e+00	1.867439728172659352e+00	3.886156609066722667e-01	1.447206840789575732e+00	2.519432922944541894e-02	3.728456559098352940e+00
8.549296482412058751e+00	1.863741555043503695e+00	3.700210158545614303e-01	1.397286111211002879e+00	2.109590904877596540e-02	3.652144591157844289e+00
8.674874371859294442e+00	1.860000519871786828e+00	3.520051527284716042e-01	1.348798498884947961e+00	1.675025936075288241e-02	3.577554430845959477e+00
8.800452261306531909e+00	1.856217090820976301e+00	3.345628222390478745e-01	1.301723108682458552e+00	1.253213188992593173e-02	3.505035153632408473e+00
8.926030150753767600e+00	1.852391739241614710e+00	3.176880083797195553e-01	1.256037738366757361e+00	8.816986974162914145e-03	3.434934472962253960e+00
9.051608040201003291e+00	1.848524939544597956e+00	3.013739814076956125e-01	1.211718984633226803e+00	5.924339035869562349e-03	3.367542244621389624e+00
