# q (inverse Angstrom) 1s2 2s2 2p1 total
1.000000000000000021e-02	1.998078966697593550e+00	1.998247901705317631e+00	9.990741553831357091e-01	4.995401023786047112e+00
1.355778894472361717e-01	1.997856261382144449e+00	1.990891649263731189e+00	9.942762451270796831e-01	4.983024155772955766e+00
2.611557788944723346e-01	1.997249532937090954e+00	1.971004181201130745e+00	9.813569426193408107e-01	4.949610656757562843e+00
3.867336683417085252e-01	1.996259338647073944e+00	1.939022959084994779e+00	9.607390801961405158e-01	4.896021377928208906e+00
5.123115577889446604e-01	1.994886584616131886e+00	1.895640050325891002e+00	9.330797167872453279e-01	4.823606351729267772e+00
6.378894472361807955e-01	1.993132525421924539e+00	1.841771714835257256e+00	8.992260883332979793e-01	4.734130328590479664e+00
7.634673366834170416e-01	1.990998761478038226e+00	1.778519483307549720e+00	8.601618515289882749e-01	4.629680096314576332e+00
8.890452261306531767e-01	1.988487235654009089e+00	1.707125475880681309e+00	8.169492249776187931e-01	4.512561936512309302e+00
1.014623115577889312e+00	1.985600229181236021e+00	1.628924930535892157e+00	7.706724380477631975e-01	4.385197597764891597e+00
1.140201005025125447e+00	1.982340356862239528e+00	1.545298847229894967e+00	7.223870095243931644e-01	4.250026213616527215e+00
1.265778894472361582e+00	1.978710561601884521e+00	1.457629342723435251e+00	6.730780581517098460e-01	4.109417962477029285e+00
1.391356783919597717e+00	1.974714108281384384e+00	1.367259814819556718e+00	6.236293847195714113e-01	3.965603307820512402e+00
1.516934673366834074e+00	1.970354576998166518e+00	1.275461408916999106e+00	5.748037064225561821e-01	3.820619692337722029e+00
1.642512562814070209e+00	1.965635855696894918e+00	1.183406640745443328e+00	5.272333308876321345e-01	3.676275827329970713e+00
1.768090452261306345e+00	1.960562132218973463e+00	1.092150423685776861e+00	4.814198001349624390e-01	3.534132356039712874e+00
1.893668341708542480e+00	1.955137885799771214e+00	1.002618227930910599e+00	4.377406101517319903e-01	3.395496723882413637e+00
2.019246231155778393e+00	1.949367878044539593e+00	9.156006938713238119e-01	3.964609701641185202e-01	3.261429542079981925e+00
2.144824120603014528e+00	1.943257143415560773e+00	8.317537471857385789e-01	3.577486388154136887e-01	3.132759529416713207e+00
2.270402010050250663e+00	1.936810979264428800e+00	7.516031163179025532e-01	3.216900941949287218e-01	3.010104189777259798e+00
2.395979899497486798e+00	1.930034935444578492e+00	6.755521207483913271e-01	2.883066024193193244e-01	2.893893658612288977e+00
2.521557788944722933e+00	1.922934803540165660e+00	6.038916595148114963e-01	2.575690986459310272e-01	2.784395561700908406e+00
2.647135678391959068e+00	1.915516605748217582e+00	5.368114586769733299e-01	2.294111496708272357e-01	2.681739214096018120e+00
2.772713567839195203e+00	1.907786583451590356e+00	4.744118079159862500e-01	2.037396030433343830e-01	2.585937994410910878e+00
2.898291457286431339e+00	1.899751185520692554e+00	4.167152057650435615e-01	1.804428262729014243e-01	2.496909217558637373e+00
3.023869346733667918e+00	1.891417056382175277e+00	3.636775188655871904e-01	1.593966891836456068e-01	2.414491264431408268e+00
3.149447236180904053e+00	1.882791023892827376e+00	3.151984262441130946e-01	1.404686337008441699e-01	2.338458083837784418e+00
3.275025125628140188e+00	1.873880087056789545e+00	2.711310530897772519e-01	1.235203004046285108e-01	2.268531440551194933e+00
3.400603015075376323e+00	1.864691403623882859e+00	2.312907934517363373e-01	1.084092337985912979e-01	2.204391430874210300e+00
3.526180904522612458e+00	1.855232277606373437e+00	1.954633765803653889e-01	9.499016680342449448e-02	2.145685820990163251e+00
3.651758793969848593e+00	1.845510146750843683e+00	1.634122510843509513e-01	8.311629629591285595e-02	2.092038694131107324e+00
3.777336683417084728e+00	1.835532570001054076e+00	1.348853523712617575e-01	7.264082262037047100e-02	2.043058744992686027e+00
3.902914572864320863e+00	1.825307214986727322e+00	1.096212922633585246e-01	6.341886232510650367e-02	1.998347369575192323e+00
4.028492462311556999e+00	1.814841845572123802e+00	8.735497644819772978e-02	5.530968359851887867e-02	1.957506505618840542e+00
4.154070351758793578e+00	1.804144309497069276e+00	6.782262596542863731e-02	4.817908398962361671e-02	1.920146019452121600e+00
