# q (inverse Angstrom) 1s2 2s2 2p6 3s2 3p6 3d10 4s2 4p5 total
1.000000000000000021e-02	1.992775931300351688e+00	1.997109003026495078e+00	5.994166639928409701e+00	1.996968063836394247e+00	5.994043640152939112e+00	9.991083826746832486e+00	1.998379161620751576e+00	4.995424820793290976e+00	3.495995108740546442e+01
1.355778894472361717e-01	1.992772084070400629e+00	1.997040834025038514e+00	5.994007807351946937e+00	1.996407066950677933e+00	5.992285875491203839e+00	9.987802128944167634e+00	1.992954251576276592e+00	4.974999160877498383e+00	3.492826920928720824e+01
2.611557788944723346e-01	1.992761564618674264e+00	1.996855062404294889e+00	5.993574954889578699e+00	1.994878977219815441e+00	5.987498201034294532e+00	9.978865761357395670e+00	1.978244137955837312e+00	4.919790751320886280e+00	3.484246941080077420e+01
3.867336683417085252e-01	1.992744385285064812e+00	1.996551725398207466e+00	5.992868163059118736e+00	1.992385905509192146e+00	5.979687978047228292e+00	9.964294239834906364e+00	1.954452627062497783e+00	4.831046793039740272e+00	3.470403181723595765e+01
5.123115577889446604e-01	1.992720546579444862e+00	1.996130879494620647e+00	5.991887550494431558e+00	1.988931291720563932e+00	5.968867199878074459e+00	9.944119321583075433e+00	1.921906594443732796e+00	4.710740236698192085e+00	3.451530362089213355e+01
6.378894472361807955e-01	1.992690048930105817e+00	1.995592602989610942e+00	5.990633281577503411e+00	1.984519897215709427e+00	5.955052459882671734e+00	9.918384854930756944e+00	1.881047665061457153e+00	4.561482931663558560e+00	3.427940374225137532e+01
7.634673366834170416e-01	1.992652892837624812e+00	1.994936995993719542e+00	5.989105566482289866e+00	1.979157793189215919e+00	5.938264903827491281e+00	9.887146567875008785e+00	1.832421165407462249e+00	4.386414534942471910e+00	3.400010042055528459e+01
8.890452261306531767e-01	1.992609078898315955e+00	1.994164180401965858e+00	5.987304661117621940e+00	1.972852345859530399e+00	5.918530169352151482e+00	9.850471800767877539e+00	1.776662794351478336e+00	4.189075055102643219e+00	3.368167008585158584e+01
1.014623115577889312e+00	1.992558607810246851e+00	1.993274299852412224e+00	5.985230867042999670e+00	1.965612198543777556e+00	5.895878312799195164e+00	9.808439185514357561e+00	1.714483534615953042e+00	3.973269512632357170e+00	3.332874651881130035e+01
1.140201005025125447e+00	1.992501480375263645e+00	1.992267519676248266e+00	5.982884531366118530e+00	1.957447250686539686e+00	5.870343723756199061e+00	9.761138274061270437e+00	1.646653371825676837e+00	3.742932985576407745e+00	3.294616913732372865e+01
1.265778894472361582e+00	1.992437697499790383e+00	1.991144026840036219e+00	5.980266046623972542e+00	1.948368633923487581e+00	5.841965027708619473e+00	9.708669119354684796e+00	1.573984401959550139e+00	3.502003389449598547e+00	3.253883834335974257e+01
1.391356783919597717e+00	1.992367260195174739e+00	1.989904029880309899e+00	5.977375850648131816e+00	1.938388685271610790e+00	5.810784977254146888e+00	9.651141812300116030e+00	1.497313892191436624e+00	3.254307899621178723e+00	3.211158440736210906e+01
1.516934673366834074e+00	1.992290169577844328e+00	1.988547758830633283e+00	5.974214426414434342e+00	1.927520917548239066e+00	5.776850332378901776e+00	9.588675978568744540e+00	1.417487818035305880e+00	3.003467184675577162e+00	3.166905458602968082e+01
1.642512562814070209e+00	1.992206426869367553e+00	1.987075465141172614e+00	5.970782301877241238e+00	1.915779987130961981e+00	5.740211730341974850e+00	9.521400239351091699e+00	1.335345336443304110e+00	2.752819801657616861e+00	3.121562128881273068e+01
1.768090452261306345e+00	1.992116033396468699e+00	1.985487421590846013e+00	5.967080049788396678e+00	1.903181659179833174e+00	5.700923545757378363e+00	9.449451640364488370e+00	1.251704576043831452e+00	2.505367399223703107e+00	3.075531232534494563e+01
1.893668341708542480e+00	1.992018990591015504e+00	1.983783922192095872e+00	5.963108287500990201e+00	1.889742770451878107e+00	5.659043741500984659e+00	9.372975053571378723e+00	1.167350038399831424e+00	2.263739924622498734e+00	3.029176272883067611e+01
2.019246231155778393e+00	1.991915299989990062e+00	1.981965282088353986e+00	5.958867676758071497e+00	1.875481189845837449e+00	5.614633711104489500e+00	9.292122556161755753e+00	1.083021814142954842e+00	2.030178921693873928e+00	2.982818645178533146e+01
2.144824120603014528e+00	1.991804963235444204e+00	1.980031837444242271e+00	5.954358923466418041e+00	1.860415776822252454e+00	5.567758113328457270e+00	9.207052791395742730e+00	9.994067305284178859e-01	1.806536273007996130e+00	2.936736540922897021e+01
2.270402010050250663e+00	1.991687982074452190e+00	1.977983945328589677e+00	5.949582777455503013e+00	1.844566337850391369e+00	5.518484699632169921e+00	9.117930315893131521e+00	9.171314667534524734e-01	1.594285368277237103e+00	2.891165289326493237e+01
2.395979899497486798e+00	1.991564358359050546e+00	1.975821983590317688e+00	5.944540032221808268e+00	1.827953581039116981e+00	5.466884135278964330e+00	9.024924937898186172e+00	8.367576034598591672e-01	1.394541628243017417e+00	2.846298826009032013e+01
2.521557788944722933e+00	1.991434094046176773e+00	1.973546350727274801e+00	5.939231524658626249e+00	1.810599069113565163e+00	5.413029814832277076e+00	8.928211050943478000e+00	7.587785151029219355e-01	1.208089512047380909e+00	2.802291993147169791e+01
2.647135678391959068e+00	1.991297191197601180e+00	1.971157465748092141e+00	5.933658134771505388e+00	1.792525170903451093e+00	5.356997672809291622e+00	8.827966967189656344e+00	6.836179690396971820e-01	1.035413510220637878e+00	2.759263408187993605e+01
2.772713567839195203e+00	1.991153651979851613e+00	1.968655768027131936e+00	5.927820785379512181e+00	1.773755011511922941e+00	5.298865990266419246e+00	8.724374254533332262e+00	6.116302629965141291e-01	8.767310977642411851e-01	2.717298682245892394e+01
2.898291457286431339e+00	1.991003478664138404e+00	1.966041717152622548e+00	5.921720441802484913e+00	1.754312421336135408e+00	5.238715198093368386e+00	8.617617081357513698e+00	5.431017119888520428e-01	7.320261220401365065e-01	2.676453817243525535e+01
3.023869346733667918e+00	1.990846673626271324e+00	1.963315792768055568e+00	5.915358111534442465e+00	1.734221884112146395e+00	5.176627677790866855e+00	8.507881572552797422e+00	4.782532852626283915e-01	6.010815701142694367e-01	2.636758656776147802e+01
3.149447236180904053e+00	1.990683239346573652e+00	1.960478494406940220e+00	5.908734843903363121e+00	1.713508484157317380e+00	5.112687560500922324e+00	8.395355180168520448e+00	4.172441916369604709e-01	4.835110573876607587e-01	2.598220305150825737e+01
3.275025125628140188e+00	1.990513178409792250e+00	1.957530341321004119e+00	5.901851729717503936e+00	1.692197852983188033e+00	5.046980525048288868e+00	8.280226071765856233e+00	3.601762159574026234e-01	3.787886788576282915e-01	2.560826459406066391e+01
3.400603015075376323e+00	1.990336493505004078e+00	1.954471872301938973e+00	5.894709900898477350e+00	1.670316115450756866e+00	4.979593595737522804e+00	8.162682539244796587e+00	3.070986185488444598e-01	2.862770588390978754e-01	2.524548619452643905e+01
3.526180904522612458e+00	1.990153187425516945e+00	1.951303645496789807e+00	5.887310530101303563e+00	1.647889835638328027e+00	4.910614940632073377e+00	8.042912430608774699e+00	2.580134221535375083e-01	2.052535329515260687e-01	2.489345152500785119e+01
3.651758793969848593e+00	1.989963263068771138e+00	1.948026238217091644e+00	5.879654830321618064e+00	1.624945962589527726e+00	4.840133671020290684e+00	7.921102606818980263e+00	2.128809256923709925e-01	1.349344185876769353e-01	2.455164191631632775e+01
3.777336683417084728e+00	1.989766723436228402e+00	1.944640246741855760e+00	5.871744054490313225e+00	1.601511776105856599e+00	4.768239642748501872e+00	7.797438425579385601e+00	1.716253004090594614e-01	7.449730552215003132e-02	2.421946347503335062e+01
3.902914572864320863e+00	1.989563571633267136e+00	1.941146286114520780e+00	5.863579495055798674e+00	1.577614832744228091e+00	4.695023260073525329e+00	7.672103253587131633e+00	1.341401408955608388e-01	2.310125748564078804e-02	2.389627209758967297e+01
4.028492462311556999e+00	1.989353810869067152e+00	1.937544989933975836e+00	5.855162483554126496e+00	1.553282912175373953e+00	4.620575282656539606e+00	7.545278008484386234e+00	1.002938606828933099e-01	-2.009521427011688038e-02	2.358139613408624768e+01
4.154070351758793578e+00	1.989137444456493764e+00	1.933837010139772827e+00	5.846494390167245037e+00	1.528543964053858284e+00	4.544986636287339898e+00	7.417140731460293956e+00	6.993483916989817750e-02	-5.591854381698264237e-02	2.327415647191791948e+01
4.279648241206029269e+00	1.988914475811973892e+00	1.930023016791645007e+00	5.837576623269599807e+00	1.503426055544750506e+00	4.468348227893038427e+00	7.287866191177500674e+00	4.289624338609889648e-02	-8.516696878522166114e-02	2.297388386508938751e+01
4.405226130653265848e+00	1.988684908455375711e+00	1.926103697843452700e+00	5.828410628963356821e+00	1.477957319645800238e+00	4.390750765348521156e+00	7.157625519438976625e+00	1.900046422156375162e-02	-1.085998779100787043e-01	2.267993342600696849e+01
4.530804020100501539e+00	1.988448746009877199e+00	1.922079758911680258e+00	5.818997890602486400e+00	1.452165904437326516e+00	4.312284582567643909e+00	7.026585878769158633e+00	-1.936877885027177022e-03	-1.269295745415697230e-01	2.239169630887157680e+01
4.656381909547738118e+00	1.988205992201834693e+00	1.917951923038607509e+00	5.809339928306004097e+00	1.426079923384977466e+00	4.233039470314768238e+00	6.894910161859658437e+00	-2.010338839039232592e-02	-1.408152834608061565e-01	2.210860872725465143e+01
4.781959798994973809e+00	1.987956650860648988e+00	1.913720930450288016e+00	5.799438298460595220e+00	1.399727406813131569e+00	4.153104513135862597e+00	6.762756722624864381e+00	-3.568683245679749733e-02	-1.508591489991931156e-01	2.183015854088939989e+01
4.907537688442210388e+00	1.987700725918622124e+00	1.909387538309458732e+00	5.789294593212933826e+00	1.373136254659005351e+00	4.072567932767461762e+00	6.630279138426831587e+00	-4.887255214292623301e-02	-1.576039314485866982e-01	2.155588969970280289e+01
5.033115577889446079e+00	1.987438221410817496e+00	1.904952520463519816e+00	5.778910439951953748e+00	1.346334190609614234e+00	3.991516938340606391e+00	6.497626002862041616e+00	-5.984136092998149775e-02	-1.615321159872674106e-01	2.128540483672130179e+01
5.158693467336682659e+00	1.987169141474910639e+00	1.900416667187716069e+00	5.768287500781359434e+00	1.319348717715576047e+00	3.910037583655547877e+00	6.364940748354429800e+00	-6.876789961473735169e-02	-1.630662021523324179e-01	2.101836625740246944e+01
5.284271356783918350e+00	1.986893490351040015e+00	1.895780784923655427e+00	5.757427471982666134e+00	1.292207075567491703e+00	3.828214631762058229e+00	6.232361497669255179e+00	-7.581942876681727062e-02	-1.625700285146984558e-01	2.075449549497465185e+01
5.409849246231154929e+00	1.986611272381652471e+00	1.891045696013308186e+00	5.746332083469056329e+00	1.264936199112246751e+00	3.746131427039575357e+00	6.100020943349784730e+00	-8.115502515236625025e-02	-1.603510833314751305e-01	2.049357151288178613e+01
5.535427135678390620e+00	1.986322492011343366e+00	1.886212238428622401e+00	5.735003098230338381e+00	1.237562679178169534e+00	3.663869774931635348e+00	5.968046253983001925e+00	-8.492514275035242810e-02	-1.566638298211092961e-01	2.023542756419164945e+01
5.661005025125627199e+00	1.986027153786697808e+00	1.881281265496899335e+00	5.723442311769330715e+00	1.210112724769562664e+00	3.581509829450093996e+00	5.836559006120041637e+00	-8.727149326374766813e-02	-1.517141089930800213e-01	1.997994668913579730e+01
5.786582914572862890e+00	1.985725262356123899e+00	1.876253645622074195e+00	5.711651551529934423e+00	1.182612127182740336e+00	3.499129988526888280e+00	5.705675140611360163e+00	-8.832719645302863909e-02	-1.456646576531440973e-01	1.972705586172294900e+01
5.912160804020099469e+00	1.985416822469682874e+00	1.871130262002043798e+00	5.699632676317230917e+00	1.155086225987439708e+00	3.416806797254597683e+00	5.575504942064047675e+00	-8.821714735009933417e-02	-1.386416928406321858e-01	1.947671888590430811e+01
6.037738693467336049e+00	1.985101838978919009e+00	1.865912012342192616e+00	5.687387575709885290e+00	1.127559876909288272e+00	3.334614859022050126e+00	5.446153040088701935e+00	-8.705854563844121763e-02	-1.307423815823853253e-01	1.922892827583021003e+01
6.163316582914571740e+00	1.984780316836680658e+00	1.860599808565259528e+00	5.674918169465183126e+00	1.100057421641044808e+00	3.252626754517819574e+00	5.317718430974267996e+00	-8.496153239853193595e-02	-1.220428657244786302e-01	1.898369650387724761e+01
6.288894472361808319e+00	1.984452261096942616e+00	1.855194576517696259e+00	5.662226406916988530e+00	1.072602659602521991e+00	3.170912968542775712e+00	5.190294518410654590e+00	-8.202988115581583140e-02	-1.126063827450036470e-01	1.874104712718676069e+01
