# q (inverse Angstrom) 1s2 2s2 2p6 3s2 3p6 3d10 4s1 total
1.000000000000000021e-02	1.994398309977368333e+00	1.996964876236613673e+00	5.994253851371484032e+00	1.998833839880914454e+00	5.995591218608741002e+00	9.991260214502856840e+00	9.989621561183360532e-01	2.897026446669631738e+01
1.355778894472361717e-01	1.994392635972473515e+00	1.996861346062506870e+00	5.994007811568939914e+00	1.997890557598398287e+00	5.992409805496989428e+00	9.980815556682221867e+00	9.887616961469610777e-01	2.894513940952849040e+01
2.611557788944723346e-01	1.994377144153527848e+00	1.996579224695667509e+00	5.993337340269766500e+00	1.995322129420064039e+00	5.983749000263894224e+00	9.952454173313057595e+00	9.615384328066541864e-01	2.887735744492263379e+01
3.867336683417085252e-01	1.994351844981946398e+00	1.996118594008479130e+00	5.992242618555245315e+00	1.991134764118539069e+00	5.969634569905746702e+00	9.906458700215690527e+00	9.188277700395389713e-01	2.876876886182518689e+01
5.123115577889446604e-01	1.994316739247086634e+00	1.995479584161159448e+00	5.990723931693237247e+00	1.985338568304638951e+00	5.950108416371123532e+00	9.843281744084686480e+00	8.629478120029906441e-01	2.862219679586491949e+01
6.378894472361807955e-01	1.994271827812615916e+00	1.994662375621624628e+00	5.988781675169998486e+00	1.977947501742972403e+00	5.925228329200781907e+00	9.763533510865256559e+00	7.967614183123203908e-01	2.844118663872557562e+01
7.634673366834170416e-01	1.994217111744128301e+00	1.993667199096011089e+00	5.986416354557826836e+00	1.968979314925579427e+00	5.895067643469009688e+00	9.667965624569898608e+00	7.234047875273273975e-01	2.822971803588978190e+01
8.890452261306531767e-01	1.994152592328554130e+00	1.992494335409095152e+00	5.983628585254765930e+00	1.958455469990607600e+00	5.859714808297686872e+00	9.557451990879645365e+00	6.460219608794000035e-01	2.799191974303975172e+01
1.014623115577889312e+00	1.994078271079104958e+00	1.991144115354819721e+00	5.980419092156144423e+00	1.946401045564011500e+00	5.819272870347277582e+00	9.432967656704583703e+00	5.675375872739125693e-01	2.773182063847985290e+01
1.140201005025125447e+00	1.993994149736886712e+00	1.989616919519444194e+00	5.976788709265304256e+00	1.932844626208643390e+00	5.773858877482604512e+00	9.295566639788095387e+00	4.904884959990132853e-01	2.745315841799999390e+01
1.265778894472361582e+00	1.993900230271495877e+00	1.987913178077986398e+00	5.972738379245362772e+00	1.917818177269085655e+00	5.723603208536167664e+00	9.146359655165939628e+00	4.169217844703741460e-01	2.715925461303640986e+01
1.391356783919597717e+00	1.993796514881230442e+00	1.986033370564252110e+00	5.968269152912827558e+00	1.901356905996616442e+00	5.668648835725698554e+00	8.986492560556445852e+00	3.483562343698806685e-01	2.685295357500695346e+01
1.516934673366834074e+00	1.993683005993125201e+00	1.983978025614722585e+00	5.963382188673677753e+00	1.883499109925587112e+00	5.609150526816472748e+00	8.817126197577904279e+00	2.857965158797817762e-01	2.653661557048127406e+01
1.642512562814070209e+00	1.993559706262910680e+00	1.981747720686535708e+00	5.958078751902480263e+00	1.864286013549300236e+00	5.545273994546928265e+00	8.639418138619911147e+00	2.297860353688469803e-01	2.621215036093690998e+01
1.768090452261306345e+00	1.993426618574916098e+00	1.979343081749819433e+00	5.952360214265156380e+00	1.843761594409622839e+00	5.477195001154782084e+00	8.454506677853311558e+00	1.804837186550372063e-01	2.588107690666264560e+01
1.893668341708542480e+00	1.993283746041944804e+00	1.976764782954655963e+00	5.946228052986025858e+00	1.821972399769546280e+00	5.405098426048990490e+00	8.263497244041936085e+00	1.377514565994199247e-01	2.554459610844251927e+01
2.019246231155778393e+00	1.993131092005123950e+00	1.974013546272971986e+00	5.939683850059813253e+00	1.798967355081398933e+00	5.329177304771676837e+00	8.067451273349908192e+00	1.012414217617378792e-01	2.520366584330263393e+01
2.144824120603014528e+00	1.992968660033735739e+00	1.971090141115669825e+00	5.932729291409367889e+00	1.774797565495262130e+00	5.249631847386628358e+00	7.867377468687306141e+00	7.047531611734129953e-02	2.485907029024531312e+01
2.270402010050250663e+00	1.992796453925034239e+00	1.967995383925339459e+00	5.925366165989838230e+00	1.749516111672334118e+00	5.166668444322299436e+00	7.664225290620706232e+00	4.491041515605509460e-02	2.451147826561160770e+01
2.395979899497486798e+00	1.992614477704042875e+00	1.964730137744907346e+00	5.917596364840168377e+00	1.723177841176650071e+00	5.080498667494095955e+00	7.458880472319404653e+00	2.398980063125111944e-02	2.416148776191052150e+01
2.521557788944722933e+00	1.992422735623343932e+00	1.961295311762600635e+00	5.909421880082751599e+00	1.695839156715992058e+00	4.991338274241410744e+00	7.252162323671208277e+00	7.176308697700918907e-03	2.380965599079500805e+01
2.647135678391959068e+00	1.992221232162850075e+00	1.957691860833622899e+00	5.900844803872170807e+00	1.667557802489424423e+00	4.899406221248635340e+00	7.044822582292749047e+00	-6.028569027238984621e-03	2.345651593387221112e+01
2.772713567839195203e+00	1.992009972029566089e+00	1.953920784978959935e+00	5.891867327293992318e+00	1.638392649875173968e+00	4.804923695186594124e+00	6.837545575819271804e+00	-1.607829178293426406e-02	2.310258171340062106e+01
2.898291457286431339e+00	1.991788960157333976e+00	1.949983128861747961e+00	5.882491739214591675e+00	1.608403483659195832e+00	4.708113166322233312e+00	6.630949474997906989e+00	-2.338394277499666191e-02	2.274834601043801641e+01
3.023869346733667918e+00	1.991558201706570719e+00	1.945879981241660284e+00	5.872720425083070239e+00	1.577650789962447897e+00	4.609197470811110087e+00	6.425588436034513684e+00	-2.832207195451202919e-02	2.239427323288485994e+01
3.149447236180904053e+00	1.991317702063988948e+00	1.941612474407776956e+00	5.862555865686334577e+00	1.546195546974430179e+00	4.508398926820463615e+00	6.221955449943090244e+00	-3.124387919706058531e-02	2.204079208669902457e+01
3.275025125628140188e+00	1.991067466842307399e+00	1.937181783590432138e+00	5.852000635858460420e+00	1.514099019542793467e+00	4.405938489041127504e+00	6.020485734311065151e+00	-3.248254171122616496e-02	2.168829058747496319e+01
3.400603015075376323e+00	1.990807501879950481e+00	1.932589126352535658e+00	5.841057403145481608e+00	1.481422558604722939e+00	4.302034945544860989e+00	5.821560518221478908e+00	-3.235660589890303890e-02	2.133711544785012748e+01
3.526180904522612458e+00	1.990537813240732534e+00	1.927835761960890570e+00	5.829728926426811952e+00	1.448227406376225934e+00	4.196904160339448353e+00	5.625511084384396732e+00	-3.116874053993972174e-02	2.098757641218856662e+01
