# q (inverse Angstrom) 1s2 2s2 2p6 3s2 3p6 total
1.000000000000000021e-02	1.996541034588728447e+00	1.998455035643148969e+00	5.994842679182686318e+00	1.997858200443555887e+00	5.994347897140681170e+00	1.798204484699880012e+01
1.355778894472361717e-01	1.996525789997084965e+00	1.998141517738551975e+00	5.994027545507537802e+00	1.994180734010697620e+00	5.978811073205874571e+00	1.796168666045974760e+01
2.611557788944723346e-01	1.996484228023668761e+00	1.997287374604774568e+00	5.991806819366501280e+00	1.984194078017473162e+00	5.936705359273648952e+00	1.790647785928606694e+01
3.867336683417085252e-01	1.996416357506169748e+00	1.995893356589276024e+00	5.988182485084371010e+00	1.967995655518449905e+00	5.868678314636190940e+00	1.781716616933445962e+01
5.123115577889446604e-01	1.996322182834514791e+00	1.993960685613110906e+00	5.983157773195894258e+00	1.945742494250261911e+00	5.775764005600284356e+00	1.769494714149406533e+01
6.378894472361807955e-01	1.996201709956754167e+00	1.991491054283802464e+00	5.976737157832050507e+00	1.917648310212302754e+00	5.659350578009338939e+00	1.754142881029424927e+01
7.634673366834170416e-01	1.996054946456878865e+00	1.988486623032238665e+00	5.968926348377178392e+00	1.883979589487216222e+00	5.521137805169669122e+00	1.735858531252318215e+01
8.890452261306531767e-01	1.995881901565713434e+00	1.984950016446246579e+00	5.959732278791872950e+00	1.845050787240323453e+00	5.363086828076189860e+00	1.714870181212034694e+01
1.014623115577889312e+00	1.995682586162665251e+00	1.980884318822627055e+00	5.949163094669345675e+00	1.801218786043934150e+00	5.187364589879499555e+00	1.691431337557807169e+01
1.140201005025125447e+00	1.995457012775189831e+00	1.976293068951480603e+00	5.937228138070857142e+00	1.752876772968826380e+00	4.996285564217425978e+00	1.665814055698378127e+01
1.265778894472361582e+00	1.995205195577395729e+00	1.971180254147669064e+00	5.923937930189667078e+00	1.700447705455455205e+00	4.792253295972799698e+00	1.638302438134298811e+01
1.391356783919597717e+00	1.994927150388180248e+00	1.965550303546102828e+00	5.909304151899068991e+00	1.644377539694010348e+00	4.577704039186913931e+00	1.609186318471427768e+01
1.516934673366834074e+00	1.994622894669032531e+00	1.959408080679466924e+00	5.893339622246360321e+00	1.585128392349201221e+00	4.355054427711128717e+00	1.578755341765518949e+01
1.642512562814070209e+00	1.994292447521549549e+00	1.952758875358866497e+00	5.876058274960717753e+00	1.523171797535004313e+00	4.126654692704053495e+00	1.547293608808019272e+01
1.768090452261306345e+00	1.993935829684699179e+00	1.945608394879688730e+00	5.857475133048679616e+00	1.458982206816270333e+00	3.894748490036590294e+00	1.515075005446592726e+01
1.893668341708542480e+00	1.993553063531828373e+00	1.937962754576686875e+00	5.837606281556427135e+00	1.393030861721015423e+00	3.661439957855385341e+00	1.482359291924134403e+01
2.019246231155778393e+00	1.993144173067436631e+00	1.929828467753899046e+00	5.816468838583078949e+00	1.325780146936039516e+00	3.428668219647341697e+00	1.449388984598779651e+01
2.144824120603014528e+00	1.992709183923704552e+00	1.921212435016543818e+00	5.794080924633869145e+00	1.257678509211046736e+00	3.198189201216632860e+00	1.416387025400179667e+01
2.270402010050250663e+00	1.992248123356789913e+00	1.912121933033423815e+00	5.770461630406343190e+00	1.189156003158454045e+00	2.971564351603352971e+00	1.383555204155836371e+01
2.395979899497486798e+00	1.991761020242887703e+00	1.902564602759653223e+00	5.745630983106462253e+00	1.120620501657575208e+00	2.750155650504454652e+00	1.351073275827103259e+01
2.521557788944722933e+00	1.991247905074062574e+00	1.892548437150711527e+00	5.719609911394923252e+00	1.052454586361783795e+00	2.535126144366707912e+00	1.319098698434818928e+01
2.647135678391959068e+00	1.990708809953841918e+00	1.882081768399854749e+00	5.692420209066828107e+00	9.850131136035639168e-01	2.327445172208614466e+00	1.287766907323270438e+01
2.772713567839195203e+00	1.990143768592586682e+00	1.871173254731847146e+00	5.664084497570344823e+00	9.186214333470846816e-01	2.127897410695579250e+00	1.257192036493744247e+01
2.898291457286431339e+00	1.989552816302631477e+00	1.859831866786775256e+00	5.634626187471936554e+00	8.535742241158966737e-01	1.937094876062899651e+00	1.227467997074014150e+01
3.023869346733667918e+00	1.988935989993195985e+00	1.848066873628370521e+00	5.604069438977254514e+00	7.901348952116025171e-01	1.755491058951352601e+00	1.198669825676177680e+01
3.149447236180904053e+00	1.988293328165074092e+00	1.835887828411816525e+00	5.572439121617853708e+00	7.285354990651800033e-01	1.583396429165897512e+00	1.170855220642582140e+01
3.275025125628140188e+00	1.987624870905096097e+00	1.823304553746418311e+00	5.539760773214453593e+00	6.689770911169732326e-01	1.420994624219190205e+00	1.144066191320213299e+01
